"tow.id","longitude","latitude","station","new.station","fish.sample","longitude.alt1","latitude.alt1","longitude.alt2","latitude.alt2","longitude.alt3","latitude.alt3"
"GP312F",-61.1096808333333,48.0784916666667,"regular","No","No",-61.1602651212222,48.0388172433492,-61.1343937622803,48.0749792139348,-61.1183598310549,48.0546901187501
"GP316F",-61.2408841666667,48.1955666666667,"regular","No","No",-61.1519370459553,48.1765195262412,-61.1998976693213,48.1899324430007,-61.2105772632802,48.1878607471599
"GP295F",-61.4039241666667,48.0940525,"regular","No","No",-61.3189497299664,48.0521264924948,-61.411950334898,48.0894698778822,-61.2579838895737,48.0249693997563
"GP293F",-61.4379666666667,48.2268,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP282F",-61.60599,48.2244625,"regular","No","No",-61.7504116114114,48.1511253242117,-61.7404336862694,48.1931582012353,-61.6656918973822,48.2023796447907
"GP273F",-61.7067575,48.1137791666667,"regular","No","Yes",-61.676216030071,48.1408245273945,-61.6521479938352,48.1077587796992,-61.6123909924013,48.1433570912839
"GP269F",-61.7760333333333,48.2843333333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP260F",-61.8834841666667,48.2347566666667,"regular","No","No",-61.9190086212298,48.1839862505735,-61.8642560313594,48.1973032121943,-61.9095907010646,48.1541568423949
"GP251F",-61.951805,48.2492041666667,"regular","No","No",-62.0506085412269,48.1971777298732,-62.0783916946845,48.1803989934719,-62.0158501194374,48.1706901327371
"GP250F",-61.9567333333333,48.2835333333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP235F",-62.11169,48.4029933333333,"regular","No","Yes",-62.1486762892886,48.3838869438882,-62.1825975257182,48.408148113118,-62.1244054542412,48.4016856394039
"GP237F",-62.1084033333333,48.3600066666667,"regular","No","Yes",-62.2286490680733,48.3651910692495,-62.2665475340142,48.2808110065905,-62.2520061831215,48.3451155673254
"GP208F",-62.5659,48.2768333333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP120F",-63.2433983333333,48.9107775,"regular","No","No",-63.2778414564236,48.9091582295903,-63.2880507341765,48.8572042838477,-63.1706325003302,48.8991482043358
"GP098F",-63.4243083333333,48.93282,"regular","No","No",-63.4626493682463,48.920722219827,-63.4825562793946,48.921659063807,-63.4694491098984,48.8702652202742
"GP081F",-63.5933766666667,48.8992316666667,"regular","No","No",-63.6282910482401,48.8566403583268,-63.5596285088224,48.9431268816889,-63.6496514059705,48.916048460071
"GP072F",-63.669025,48.7396291666667,"regular","No","No",-63.7018067244223,48.779192841421,-63.6824787324509,48.7655286373867,-63.8225237259583,48.7532894248012
"GP085F",-63.5538033333333,48.8346541666667,"regular","No","Yes",-63.5392466834553,48.7645146315365,-63.5731940139003,48.7705983957852,-63.643409189621,48.7391820999256
"GP109F",-63.3676882398619,48.7627098800953,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP122F",-63.2707041666667,48.7538133333333,"regular","No","No",-63.1992103439736,48.8122173290123,-63.2799801330002,48.7365179002744,-63.1783503663535,48.7754298308649
"GP121F",-63.2382008333333,48.66839,"regular","No","Yes",-63.1856162967885,48.6285482152193,-63.2408846398006,48.6158143876069,-63.2588296538456,48.6143273835606
"GP142F",-63.1117333333333,48.7189666666667,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP156F",-62.9306725,48.5918166666667,"regular","No","No",-62.8453717376825,48.5038850156686,-62.88447723217,48.5454362441049,-62.9242583325046,48.569289742204
"GP134F",-63.1471191666667,48.5648241666667,"regular","No","No",-63.160032205486,48.6004450765232,-63.2286566081628,48.5341125137858,-63.2436518290027,48.598316213461
"GP139F",-63.206,48.1530333333333,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP115F",-63.3032875,48.4400125,"regular","No","No",-63.2782809570102,48.4231853394177,-63.2808526467481,48.4328734506656,-63.2018319985814,48.4586722753967
"GP130F",-63.1718483333333,48.30887,"regular","No","No",-63.2562481749612,48.3781957647372,-63.1626311757228,48.3547258344031,-63.1537094491229,48.3745845579408
"GP152F",-63.087940918123,48.3540047081139,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP138F",-62.9629216666667,48.3866941666667,"regular","No","No",-63.0760278419736,48.4183251220045,-63.1028222901249,48.4708850068454,-62.963853106187,48.4613021478461
"GP166F",-62.8463866666667,48.4163958333333,"regular","No","No",-62.8229717627864,48.4904914807819,-62.8395434639692,48.4607778364014,-62.7990488665854,48.3991161178072
"GP187F",-62.62345,48.4263833333333,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP203F",-63.001410731376,48.5013135621052,"regular","Yes","No",-63.1253449837269,48.5636281547943,-63.1032830600313,48.5547758297728,-62.9640125955203,48.5738916106859
"GP181F",-62.6751458333333,48.3083283333333,"regular","No","No",-62.7602638202676,48.3156356643004,-62.7063502544069,48.3126319310612,-62.7875971861335,48.3336505923558
"GP165F",-62.8542666666667,48.3755166666667,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP153F",-62.9684,48.2097275,"regular","No","No",-63.087830880158,48.2391031639168,-63.0803339289155,48.196711827341,-63.1007371149704,48.2603316826935
"GP169F",-62.8479841666667,48.1788733333333,"regular","No","No",-62.8868963948935,48.1656040547764,-62.8816088979365,48.1581313352192,-62.8392939926358,48.2636627122735
"GP180F",-62.7867166666667,48.2647333333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP185F",-62.663935,48.1440275,"regular","No","Yes",-62.7667812090402,48.1104132148854,-62.7221826305427,48.1179746999266,-62.6681466260384,48.1280233861403
"GP201F",-62.5405691666667,48.1733983333333,"regular","No","No",-62.4602242989181,48.2615858534154,-62.4476278891484,48.2388788289586,-62.5463846698665,48.2507310493658
"GP207F",-62.3634666666667,48.25945,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP227F",-62.2104341666667,48.1813958333333,"regular","No","No",-62.2573978613243,48.2127576852508,-62.1923093010786,48.2455404527208,-62.1045112699542,48.225231143679
"GP230F",-62.1820333333333,48.1386233333333,"regular","No","No",-62.1132669958385,48.0832438435712,-62.1913415134485,48.0622506494013,-62.1946131137412,48.1109479552861
"GP217F",-62.3767283333333,48.0781216666667,"regular","No","No",-62.311400846778,48.0958369798102,-62.3074663566343,48.0676818775157,-62.2791292058901,48.1385720237499
"GP200F",-62.5031058333333,48.0650741666667,"regular","No","Yes",-62.6023610351768,48.0656746816822,-62.5885591455059,48.0943219636088,-62.5087706488477,48.1517174331049
"GP218F",-62.3675408333333,48.0335775,"regular","No","No",-62.3536195470578,48.0326518644324,-62.4352893682174,47.9705593490918,-62.3128814548646,48.0146331401192
"GP236F",-62.11635,48.0277833333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP243F",-62.0081308333333,48.0116075,"regular","No","No",-62.0286914067007,47.9422205645312,-62.086697855573,48.0120005075228,-62.0267596049875,48.032473198604
"GP249F",-62.0591583333333,48.1280066666667,"regular","No","No",-62.0276552041755,48.1483746305201,-62.0278011758222,48.1208083417006,-62.0184267216691,48.0623938592563
"GP261F",-61.88365,48.04405,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP257F",-61.9129533333333,47.9856408333333,"regular","No","No",-61.8125680336255,47.9219180126172,-61.8850156747567,47.9936194454819,-61.8695395960081,47.9655995106511
"GP278F",-61.67208,47.9501308333333,"regular","No","No",-61.6629640365324,48.0097097185622,-61.7390294186044,47.9929885841573,-61.6154798965009,47.9820384538485
"GP290F",-61.4583166666667,48.0426166666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP287F",-61.4587741666667,47.9863216666667,"regular","No","No",-61.4637089856622,47.9486176579322,-61.5200842854969,47.9719530939175,-61.5335993071169,47.9903732983132
"GP303F",-61.3783041666667,47.9546708333333,"regular","No","No",-61.2964210215747,47.9860439173215,-61.3835185424878,48.0209688765318,-61.2548060525057,47.9500195543386
"GP300F",-61.3024833333333,47.8761166666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP253F",-61.9403425,47.6989641666667,"regular","No","No",-61.9151977993205,47.7362892099819,-61.7750984185661,47.7776457468676,-61.8832168919857,47.7568434004766
"GP242F",-61.9626666666667,47.7064058333333,"regular","No","No",-62.0753913118543,47.6971842406047,-61.992372755096,47.7274782761187,-62.0320444397186,47.8036347505274
"GP239F",-61.985005,47.67357,"regular","No","No",-62.0133854732572,47.6734803997988,-61.9788962525962,47.6763767490966,-62.072835310654,47.6836811731906
"GP224F",-62.2157275,47.65038,"regular","No","No",-62.2189226293569,47.6769905639386,-62.1370203715526,47.5938094524574,-62.2324359574093,47.6715481956832
"GP213F",-62.3876625,47.6301833333333,"regular","No","No",-62.3291061582853,47.6418922553887,-62.3144898021595,47.5954989772688,-62.4340452202569,47.6259711228375
"GP205F",-62.4655166666667,47.60025,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP222F",-62.2737583333333,47.5571408333333,"regular","No","No",-62.1573752833701,47.4885995837009,-62.1654143304896,47.4665910536181,-62.2197170072274,47.5502140826585
"GP211F",-62.39372,47.5071325,"regular","No","Yes",-62.3546080860104,47.527318590116,-62.3203762129962,47.472808658805,-62.4220557152358,47.499094985186
"GP194F",-62.5783333333333,47.4879166666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP199F",-62.5135716666667,47.4288525,"regular","No","No",-62.6137455317895,47.3528507436613,-62.5404674831113,47.3664904704933,-62.6139804826726,47.4313390295247
"GP219F",-62.3642483333333,47.3822725,"regular","No","No",-62.3142142238947,47.3851187571709,-62.3580072919017,47.4451899322855,-62.4534469050073,47.426155776474
"GP212F",-62.3379,47.26305,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP196F",-62.5690733333333,47.276665,"regular","No","No",-62.4706359199425,47.3116433796124,-62.5292012725153,47.2900155145719,-62.6098199653351,47.3137031969663
"GP188F",-62.6313975,47.2537091666667,"regular","No","No",-62.7065253382118,47.2436020770032,-62.7624412516973,47.2537647808769,-62.709035901144,47.2939403577917
"GP234F",-62.2394791666667,46.5844758333333,"regular","No","No",-62.2584675305884,46.5739327709809,-62.1716246817159,46.6430645840765,-62.2362494263389,46.6328889607035
"GP240F",-62.2169207535898,47.0550576857531,"regular","Yes","Yes",-62.2706517076705,47.0067202670634,-62.2081306918227,47.0192511718808,-62.2773170023672,47.0219142105792
"GP265F",-62.0107807211147,46.5829351395028,"regular","Yes","No",-62.1240257865789,46.5511701453346,-62.0591247856462,46.5765436808078,-62.1242994547114,46.6323118594808
"GP274F",-61.7218333333333,46.5991666666667,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP268F",-61.7709208333333,46.6797516666667,"regular","No","No",-61.6417767312489,46.7569026468516,-61.7597453262842,46.6621736225075,-61.6376447997708,46.6665515420509
"GP259F",-61.8856558333333,46.6825516666667,"regular","No","No",-61.9469282023297,46.7391394160282,-61.8894170217824,46.7024116600946,-61.8025585747335,46.67642180886
"GP248F",-61.9684333333333,46.73455,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP263F",-61.8639866666667,46.7728,"regular","No","No",-61.8721018934685,46.8388257644439,-61.7981488492409,46.8157374253551,-61.8250726956618,46.8640009946827
"GP245F",-61.9876983333333,46.7889225,"regular","No","No",-61.9794409985151,46.8445346389862,-62.0319033040791,46.8214941706963,-62.1246863146491,46.8338108750254
"GP233F",-62.2115733333333,46.811785,"regular","No","No",-62.2356295866797,46.7889643985321,-62.2127540561225,46.8150851920599,-62.1749483525339,46.8456562574021
"GP226F",-62.2087258333333,46.70695,"regular","No","No",-62.2225913900234,46.6673910221936,-62.1286418887778,46.738553192382,-62.2400774263973,46.6741920441371
"GP220F",-62.2966558333333,46.7350741666667,"regular","No","No",-62.380151705905,46.6750379348271,-62.3156988895633,46.7540330447484,-62.3594369491361,46.722510939588
"GP214F",-62.4312833333333,46.5436,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP192F",-62.5359608333333,46.614625,"regular","No","Yes",-62.5502703505616,46.5836831726688,-62.601513496828,46.6258910823741,-62.5231286427145,46.5667163796395
"GP197F",-62.5749866666667,46.6623641666667,"regular","No","No",-62.5339653717108,46.6569429015572,-62.5829808101477,46.673395928981,-62.5019467742881,46.7670954496433
"GP189F",-62.6322166666667,46.6092666666667,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP174F",-62.7860391666667,46.6655075,"regular","No","No",-62.6487633273391,46.669522300459,-62.7164212322948,46.7094242305617,-62.6493080964081,46.7014742862119
"GP162F",-62.8447883333333,46.6060141666667,"regular","No","No",-62.9434409372322,46.5823144941591,-62.9584135418864,46.6042005128271,-62.9538528513573,46.6139060449124
"GP154F",-62.9702,46.6404,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP133F",-63.1650266666667,46.620375,"regular","No","No",-63.2936776296825,46.6240299100559,-63.1695038798458,46.6331971413641,-63.2912722834168,46.608393630635
"GP141F",-63.1164825,46.6753975,"regular","No","Yes",-63.0258763623097,46.7150452858615,-63.1109757161359,46.6847744595253,-63.047817531087,46.6943500006671
"GP170F",-62.8413166666667,46.67895,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP159F",-62.8353941666667,46.83412,"regular","No","Yes",-62.9422440599446,46.7985168414446,-62.8085930577738,46.7907748359189,-62.8344624790631,46.8871376438009
"GP184F",-62.6899925,46.8198291666667,"regular","No","No",-62.7797827542943,46.8826008155698,-62.6681928091126,46.8063020942662,-62.7009119221153,46.7931503904669
"GP202F",-62.49635,46.7967166666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP206F",-62.437825,46.8815366666667,"regular","No","No",-62.4268951616995,46.7891196838643,-62.3426488861994,46.8105664956273,-62.3597634303048,46.8432622400145
"GP215F",-62.3356091666667,46.9437066666667,"regular","No","No",-62.3774582934576,46.9377211816159,-62.3399752503421,46.953625804222,-62.4558763830646,46.9949929757534
"GP198F",-62.5399666666667,46.9357833333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP179F",-62.6876791666667,47.0131116666667,"regular","No","No",-62.67365918277,47.036656159392,-62.6947819278968,47.0861413392734,-62.7396155525226,47.0468267596628
"GP176F",-62.7721575,46.989385,"regular","No","Yes",-62.7307600906279,46.9767467784057,-62.6502922070911,46.9242101226521,-62.7662833865822,46.9592086001371
"GP158F",-62.9161166666667,46.9425833333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP149F",-63.0144183333333,46.9239166666667,"regular","No","No",-63.1040389061494,46.9621428507451,-63.0324690899435,46.8932198619029,-63.1228756168543,46.9925879600771
"GP147F",-63.022335,46.8825808333333,"regular","No","No",-63.1150209725098,46.821624774913,-63.0887030893899,46.8157202122894,-63.0861640959695,46.7738829393489
"GP123F",-63.1634333333333,46.86925,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP128F",-63.2138091666667,46.7471408333333,"regular","No","No",-63.2578869467517,46.7163186235964,-63.1534935778376,46.7245252891798,-63.1518002973967,46.6646581256114
"GP099F",-63.416525,46.7917708333333,"regular","No","No",-63.3490721783546,46.8611352722791,-63.3327503515498,46.7988826786076,-63.4506055396162,46.8032765637
"GP094F",-63.5661166666667,46.7780333333333,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP077F",-63.6560225,46.8967016666667,"regular","No","Yes",-63.7752033661944,46.9733476081147,-63.7438801341303,46.9529220270221,-63.6591274942547,46.9489938950375
"GP084F",-63.5844683333333,46.9234883333333,"regular","No","No",-63.6072303337211,46.9101407041729,-63.486204489974,46.9766494432123,-63.5104978016182,46.8944732018682
"GP113F",-63.4402666666667,46.9689666666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP127F",-63.2000166666667,46.9576408333333,"regular","No","No",-63.1371123921084,46.9127559675055,-63.18250770472,46.9934642153736,-63.1706831264254,46.9637586216842
"GP125F",-63.2880625,47.0086958333333,"regular","No","No",-63.1792257630824,47.0054408318473,-63.2957787806778,47.0621912413053,-63.2172546182705,47.0734244520711
"GP106F",-63.3208916666667,47.0813058333333,"regular","No","No",-63.4625168521227,47.0486258440423,-63.3271968580125,47.1081532741653,-63.402526365144,47.056408307321
"GP080F",-63.48084,47.1874066666667,"regular","No","No",-63.5532306642659,47.1448528024209,-63.515198555241,47.1922588999778,-63.5075710108132,47.1952156443731
"GP088F",-63.5581883333333,47.1070458333333,"regular","No","No",-63.5434611958244,47.0031833295027,-63.595159353015,47.030566585108,-63.4850505130694,47.0736452339759
"GP068F",-63.7091166666667,47.10095,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP076F",-63.6428383333333,47.2356466666667,"regular","No","No",-63.687384345891,47.3443221037719,-63.767439576893,47.2898685733016,-63.6651996242381,47.2601477721929
"GP061F",-63.76429,47.1947225,"regular","No","Yes",-63.7093195590223,47.1864307947505,-63.7418805860374,47.2008824391358,-63.7629021172356,47.2240030458443
"GP049F",-63.83505,47.1288,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP026F",-64.1884433333333,47.0882608333333,"regular","No","Yes",-64.1819095306855,47.1021994220085,-64.310372515945,47.0512891475348,-64.2061001776709,47.0816190248045
"GP024F",-64.24642,47.1894591666667,"regular","No","No",-64.2625188216317,47.1345365511803,-64.1655282096147,47.2163242614064,-64.2352197795364,47.1226123580134
"GP036F",-64.0932,47.22495,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP046F",-63.9497441666667,47.3345608333333,"regular","No","Yes",-63.85428063477,47.2849588319321,-63.9048549459453,47.2885432692364,-63.9411915760408,47.2667371194896
"GP067F",-63.8042916666667,47.3679791666667,"regular","No","Yes",-63.7524148776799,47.4317392274327,-63.6794229395322,47.4164281137664,-63.726829800856,47.3955214748612
"GP091F",-63.5124166666667,47.54975,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP066F",-63.7865266666667,47.4704241666667,"regular","No","No",-63.6450528444653,47.5684258347781,-63.7373983162138,47.4805826463176,-63.7063537248749,47.5252522393448
"GP048F",-63.8326925,47.4450116666667,"regular","No","No",-63.9237911309281,47.3857973538737,-63.9171370828516,47.3861431065228,-63.8492343087035,47.4551472025109
"GP050F",-63.8997116666667,47.4866608333333,"regular","No","No",-63.9217710509529,47.5270265087024,-63.8797343300828,47.5555677231998,-63.8991846402841,47.525758078148
"GP044F",-64.0879758333333,47.4114358333333,"regular","No","No",-64.0930923099033,47.4355432058558,-63.9971399120967,47.4387152026744,-63.9845354220842,47.4124761453279
"GP025F",-64.1903716666667,47.3124166666667,"regular","No","No",-64.2286403581189,47.2517096354573,-64.2650657289046,47.3279797807102,-64.2813246466391,47.340250247001
"GP016F",-64.4447,47.3034166666667,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP023F",-64.286635,47.35605,"regular","No","Yes",-64.26028715285,47.3490611213443,-64.2920487203439,47.3787235907779,-64.2002344001753,47.3775292223544
"GP019F",-64.3465333333333,47.4335383333333,"regular","No","No",-64.4270467397486,47.3426916150003,-64.3423918220441,47.451855473144,-64.4490426341316,47.3446525013889
"GP018F",-64.3276666666667,47.5410333333333,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP028F",-64.1818275,47.5416766666667,"regular","No","No",-64.2548070627688,47.5409718806459,-64.3028973893529,47.4911619539802,-64.3023985812907,47.5318345873129
"GP032F",-64.1336108333333,47.550265,"regular","No","Yes",-63.9994057531293,47.5592147222919,-64.0209563669509,47.5603991827462,-63.9921422297138,47.5270082274552
"GP022F",-64.3014333333333,47.6742,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP030F",-64.1572141666667,47.6965233333333,"regular","No","No",-64.2393086451702,47.7603771779761,-64.2026093424719,47.7342559158582,-64.2366327992224,47.6964109281511
"GP040F",-64.0955991666667,47.6797025,"regular","No","No",-64.0110305615019,47.5805356452991,-64.0445590956507,47.6160239686469,-64.0834634079593,47.5970615969343
"GP042F",-64.0009666666667,47.7666666666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP041F",-64.0178108333333,47.8231225,"regular","No","No",-64.0996209715948,47.8582405904004,-64.1467265041297,47.9033711233727,-64.0441968858392,47.8645539022572
"GP015F",-64.4670433333333,48.1173175,"regular","No","No",-64.4690726067443,48.1379867185798,-64.4687629882208,48.1432838360355,-64.4615380183715,48.1172018650893
"GP012F",-64.7728025,48.0652433333333,"regular","No","No",-64.794355812877,48.1218869159036,-64.7294893351465,48.0867149590031,-64.7544632931683,48.107857255554
"GP010F",-64.98892,48.0422766666667,"regular","No","No",-64.9318395071519,48.1164746602125,-64.9989262535946,48.0375414931485,-64.9477787164407,48.0875632129896
"GP011F",-65.014025,47.9507533333333,"regular","No","No",-64.9276585368164,47.9425585180029,-64.9955970482938,48.0173113179956,-64.9154672290986,47.9220947324504
"GP007F",-65.1527666666667,47.9691666666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP005F",-65.3459758333333,47.9557075,"regular","No","No",-65.2702395709877,47.9731480653339,-65.2664486103136,47.9177274712009,-65.2136379701634,47.9097346719808
"GP001F",-65.6276316666667,47.9751141666667,"regular","No","No",-65.6026913458635,47.8945504816367,-65.6100849001714,47.9890691086429,-65.6281386526522,47.971809403268
"GP003F",-65.5176833333333,47.9091,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP004F",-65.4786175,47.86207,"regular","No","Yes",-65.4926049624342,47.8448139313842,-65.4301314354814,47.8903983113219,-65.4139505904329,47.8800458284849
"GP002F",-65.5405816666667,47.78562,"regular","No","No",-65.6124203389224,47.8628471390315,-65.5605400674023,47.8207656219937,-65.5999459366989,47.8482852400545
"GP006F",-65.3357,47.8240666666667,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP008F",-65.1370383333333,47.8959683333333,"regular","No","No",-65.1096964331391,47.874923667409,-65.1360753808622,47.8807961295789,-65.0471311123645,47.8712610840447
"GP009F",-64.987165,47.8867991666667,"regular","No","Yes",-64.9812300846805,47.8857529264867,-64.9984028977298,47.8945641038291,-64.9792281657027,47.8781563399508
"GP013F",-64.6184225,48.1886816666667,"regular","No","Yes",-64.6193492600189,48.1533335930119,-64.6190758883364,48.1509809043204,-64.6356116115212,48.2088755570588
"GP017F",-64.4224516666667,48.1969133333333,"regular","No","No",-64.4240427609669,48.1944728655211,-64.390622317343,48.2233011509396,-64.3754267600702,48.1522619473642
"GP021F",-64.3066741666667,48.2515666666667,"regular","No","No",-64.2490134447527,48.1656530629804,-64.3133526769725,48.2310717921329,-64.2727079026923,48.2182210473725
"GP020F",-64.3345833333333,48.26945,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP014F",-64.363175,48.3443416666667,"regular","No","Yes",-64.4695262387101,48.3677861388375,-64.3563616187674,48.3602744234452,-64.4388084754705,48.26299290525
"GP034F",-64.1175258333333,48.45222,"regular","No","No",-64.0816227118285,48.4549880224597,-64.0511634454944,48.4585762568695,-64.0832025199438,48.4056575616851
"GP027F",-64.1817166666667,48.5425166666667,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP033F",-64.1262816666667,48.5391758333333,"regular","No","No",-64.0598628608065,48.5908631075614,-64.0259152060772,48.6057505929668,-64.1253370244335,48.5645173721793
"GP057F",-63.9911725,48.5570091666667,"regular","No","Yes",-63.9182320571789,48.5047935722493,-63.9824098032691,48.5200668779773,-63.9995580740127,48.5260529863229
"GP038F",-64.0564833333333,48.6389,"fixed 2013","Yes","No",NA,NA,NA,NA,NA,NA
"GP035F",-64.0640158333333,48.7549441666667,"regular","No","No",-64.1709835895163,48.7253061936431,-64.1194018909394,48.7372956709939,-64.1177632570046,48.7242138159221
"GP054F",-63.9570291666667,48.7313633333333,"regular","No","No",-63.8852388195288,48.749205757854,-63.8362606824654,48.8253016889799,-63.9094230778108,48.8128479752162
"GP064F",-63.7573333333333,48.6780333333333,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP056F",-63.84689,48.6197441666667,"regular","No","No",-63.8654845839631,48.7053854456041,-63.9409444835978,48.6748362912475,-63.9816343972678,48.6399780149089
"GP074F",-63.7944775,48.6052925,"regular","No","No",-63.7063206791515,48.4996070435397,-63.7815345785841,48.570965491574,-63.816524919656,48.5563525212006
"GP083F",-63.52445,48.5392,"fixed 2013","Yes","Yes",NA,NA,NA,NA,NA,NA
"GP078F",-63.5091708333333,48.6427533333333,"regular","No","No",-63.5724023005811,48.6305660270117,-63.5064935935299,48.6137911629475,-63.6050284462824,48.6578482391014
