"number","tow.id","longitude","latitude","generate","longitude.alt1","latitude.alt1","longitude.alt2","latitude.alt2","longitude.alt3","latitude.alt3"
33,"GP032F",-64.128533,47.553903,FALSE,-64.049086218329,47.5081608831149,-64.1146623288897,47.568152314187,-64.0978940754483,47.5426733047066
34,"GP040F",-64.092377,47.683463,FALSE,-64.0414819166055,47.5872888384728,-64.1278696832427,47.6445946437254,-64.1218918874439,47.5881336759719
35,"GP042F",-64.002927,47.764287,FALSE,-64.0005716375013,47.7131111376082,-64.130125114807,47.7499412681432,-64.1184400890859,47.6939694407183
36,"GP041F",-64.02288,47.82434,FALSE,-64.0469528869141,47.8740107749991,-64.1430998522028,47.892328735088,-64.0116671091143,47.9090746900553
37,"GP039F",-64.056123,47.944655,FALSE,-64.068202856074,47.9312774140311,-64.0458893889019,47.990302619217,-64.0237970998919,47.9591669671732
38,"GP043A2",-64.0907279873353,48.1027865112439,TRUE,-64.0525875043541,48.1252183128657,-64.0117546046696,48.0569316946558,-64.0619108834441,48.1081524909732
39,"GP037F",-64.068671,48.237207,FALSE,-64.004440619834,48.2012681282229,-64.1500041545189,48.2481147193951,-64.0868762683842,48.2431247542796
40,"GP029F",-64.0973351121559,48.2711072924419,TRUE,-64.000238609471,48.2929922697552,-64.0568758082883,48.2717660114376,-64.1568537440627,48.2935860326884
41,"GP034F",-64.116613,48.455897,FALSE,-64.0248194639004,48.4813893632783,-64.0957077491069,48.4296936330104,-64.0963435567508,48.3993171088356
42,"GP033F",-64.121152,48.542599,FALSE,-64.0885146958837,48.5920023811631,-64.138445931548,48.5493558772636,-64.0976231505475,48.5961557824435
43,"GP038A1",-64.049754,48.624781,FALSE,-64.0061468470739,48.6469958769053,-64.0644023983295,48.6966348831658,-64.0749415498052,48.6405773791446
44,"GP035F",-64.060407,48.760828,FALSE,-64.0121465606624,48.7472935953791,-64.0352439618824,48.7300367516619,-64.0611938087551,48.7646336432564
45,"GP049F",-63.814517,47.202048,FALSE,-63.8086403224242,47.1294379420818,-63.8709934475732,47.155918931771,-63.8740619718999,47.1538273630981
46,"GP046F",-63.949548,47.334392,FALSE,-63.825152948601,47.3110698469649,-63.9119168130433,47.3338391849259,-63.8881870614766,47.3305760507276
47,"GP048A1",-63.837062,47.436758,FALSE,-63.8908873165013,47.3848299591335,-63.8424268035984,47.3593617788365,-63.8858297945774,47.3498414033217
48,"GP050F",-63.887182,47.509514,FALSE,-63.8633102002221,47.4787660299399,-63.9440828562638,47.4976822803376,-63.814726804575,47.5274751695682
49,"GP047A1",-63.971432,47.633895,FALSE,-63.946287204184,47.6294536885673,-63.8400042280101,47.6419855459045,-63.9432012897749,47.6700106556065
50,"GP052F",-63.874657,47.753552,FALSE,-63.9638563769007,47.7817462278106,-63.9802232610101,47.7372956237736,-63.8482654579172,47.715599943594
51,"GP051F",-63.873684,47.823588,FALSE,-63.8786130267857,47.8168773862572,-63.8964166829374,47.9087621924975,-63.9348562771205,47.8433027796252
52,"GP045F",-63.96559,47.939522,FALSE,-63.8293611595973,47.9350871134789,-63.8625114503196,48.0013807184011,-63.8257045896546,48.0209592006445
53,"GP053F",-63.863473,48.087883,FALSE,-63.8782697471899,48.0571126657565,-63.8463284494953,48.0404194034124,-63.992118264594,48.0720275204106
54,"GP055F",-63.9079148191709,48.2529578305467,TRUE,-63.8413242181968,48.1526952970158,-63.9244550484884,48.170707202583,-63.8324931850535,48.2533382328002
55,"GP058F",-63.842445,48.33804,FALSE,-63.9067689660411,48.2689678246799,-63.8859787003321,48.3594536229281,-63.915036981867,48.3099208257965
56,"GP059F",-63.834022,48.399787,FALSE,-63.8768687987962,48.4570018400541,-63.8364090861979,48.459823386058,-63.9096988693103,48.4569892640959
57,"GP057F",-63.845253,48.518239,FALSE,-63.886459143746,48.50295439342,-63.982950252714,48.5471204265154,-63.888031966164,48.4990534294314
58,"GP056F",-63.84981,48.621323,FALSE,-63.9837050539822,48.6698125166814,-63.8598957709192,48.6425662191354,-63.9453337974293,48.633840342641
59,"GP054F",-63.959932,48.729911,FALSE,-63.8854649572468,48.7372215258025,-63.9991693124399,48.7283711423943,-63.9869338345227,48.7585020280382
60,"GP077F",-63.643117,46.969593,FALSE,-63.6700451395761,46.9767062371899,-63.6606872284796,46.8881071807329,-63.7439906898338,46.9592906769643
61,"GP068F",-63.709032,47.098918,FALSE,-63.7168904267106,47.0713792627016,-63.6963239604377,47.037838923372,-63.7009089595516,47.0418657343972
62,"GP061F",-63.773882,47.194332,FALSE,-63.7185961345935,47.1192045923296,-63.7519857217232,47.1833158376202,-63.7125477246511,47.2011628985945
63,"GP076F",-63.642521,47.239507,FALSE,-63.6956325694835,47.2708783440414,-63.6721372048499,47.3278044462889,-63.7681989159398,47.3416659297908
64,"GP067F",-63.712412,47.387083,FALSE,-63.74895789313,47.4032324079161,-63.7130144449638,47.451619127315,-63.8028418083736,47.4453291725557
65,"GP066F",-63.722147,47.507712,FALSE,-63.7921523860277,47.5073223026754,-63.7037280017717,47.5141826420282,-63.7881887511085,47.4690261543636
66,"GP070F",-63.704651,47.641638,FALSE,-63.7092513970515,47.6237040418337,-63.7007484544991,47.624289761802,-63.7474279803671,47.6529224764525
67,"GP063F",-63.764837,47.717467,FALSE,-63.6937878459384,47.7704807090504,-63.7984683968394,47.7636851019851,-63.742173519631,47.730259827295
68,"GP069F",-63.707991,47.905821,FALSE,-63.7129961805201,47.8888032077659,-63.6523547538666,47.8846544867562,-63.7727590011461,47.9089680024745
69,"GP062F",-63.768412,47.991715,FALSE,-63.676968613177,47.9483759394269,-63.6918223431116,48.0071662506127,-63.788809305695,48.0107685944548
70,"GP060F",-63.816733,48.117267,FALSE,-63.7977890406929,48.0980984331057,-63.7137783357616,48.0589847502265,-63.734569875196,48.0528670739947
71,"GP071F",-63.699615,48.188215,FALSE,-63.6577065150004,48.1536754991097,-63.7131211531421,48.2355091716478,-63.6867651079863,48.262311316418
72,"GP073F",-63.682382,48.357977,FALSE,-63.6818145017899,48.3499457624192,-63.6655484566649,48.2920606532212,-63.7482410547004,48.2897560822561
73,"GP065F",-63.735473,48.457597,FALSE,-63.80056610619,48.4305824253189,-63.8274732681229,48.4799416638564,-63.8044991042092,48.4509630553391
74,"GP074F",-63.666873,48.55477,FALSE,-63.6594416868248,48.5398181363791,-63.7235522379513,48.5640822548418,-63.7339942804746,48.5860809618341
75,"GP064F",-63.821397,48.659851,FALSE,-63.8132112438205,48.6169160846344,-63.779896778792,48.6517735021077,-63.7994757806629,48.6243989128544
76,"GP072A1",-63.772103,48.814413,FALSE,-63.6818271961354,48.7447171589141,-63.7264415583432,48.7308453595274,-63.7842701258512,48.7392374921952
77,"GP094F",-63.495038,46.786582,FALSE,-63.4684225095623,46.7976339956815,-63.6283281657839,46.8050861945456,-63.4783292191189,46.8466505399141
78,"GP084F",-63.559484,46.970738,FALSE,-63.6114465680339,46.9803799421052,-63.6073114824351,46.8912553672592,-63.5750189624997,46.9128384622317
79,"GP088F",-63.572534,47.107532,FALSE,-63.5127580537357,47.113470444461,-63.513908760646,47.0539935615085,-63.4883492217835,47.1114532255316
80,"GP080A1",-63.604321,47.156026,FALSE,-63.6208696565178,47.1642344614633,-63.6312469511164,47.1280708335451,-63.5288396083,47.1859608730918
81,"GP090F",-63.513605,47.340107,FALSE,-63.5933362070889,47.2942732207131,-63.4909995319174,47.2628860735103,-63.4834746611481,47.2913003195941
82,"GP079F",-63.487045,47.366067,FALSE,-63.4854926656668,47.4544644409104,-63.501812941557,47.3572857509385,-63.4823409641504,47.3658014927696
83,"GP091F",-63.512595,47.549038,FALSE,-63.475720143312,47.4700541821097,-63.5140031967111,47.4904865984738,-63.5877033370904,47.4789708266816
84,"GP093A1",-63.597385,47.60426,FALSE,-63.51163433734,47.6793475703476,-63.4889523578333,47.6060335635961,-63.6114159512056,47.6669148786315
85,"GP095F",-63.489783,47.77135,FALSE,-63.5397582824241,47.8012444487166,-63.5201112628385,47.7627590365037,-63.5613088764594,47.7374077097072
86,"GP092F",-63.547437,47.863079,FALSE,-63.5011663631891,47.8076218896755,-63.5922305399498,47.8258552807654,-63.6405058373519,47.8227803664765
87,"GP087F",-63.534308,47.979703,FALSE,-63.550106332864,47.9711912201996,-63.507943076496,47.9549795839806,-63.5902796666017,47.9806943882206
88,"GP082F",-63.583872,48.118975,FALSE,-63.60899856944,48.1162417068582,-63.5740821213973,48.0669390064953,-63.4967018372415,48.0715326692205
89,"GP075F",-63.64431,48.23854,FALSE,-63.4854843182752,48.2232608637318,-63.6133794488346,48.2149513703587,-63.5043042930393,48.224320270862
90,"GP089F",-63.521183,48.308935,FALSE,-63.5564073781476,48.3671911867916,-63.4837076870923,48.3549622483343,-63.5342927594824,48.322692312628
91,"GP086F",-63.53895,48.389933,FALSE,-63.5784967593141,48.4422332148675,-63.6164946837042,48.4155342288246,-63.5377453064484,48.4463356719575
92,"GP083A1",-63.621378,48.548895,FALSE,-63.642973569715,48.5423342467916,-63.5725510349898,48.5056058584593,-63.6407550972427,48.6090268459802
93,"GP078F",-63.654007,48.614588,FALSE,-63.6175907198761,48.6988264366353,-63.5143047706414,48.6545240255718,-63.5624412641357,48.6976787168041
94,"GP085F",-63.555575,48.830442,FALSE,-63.6084118563326,48.7527084393896,-63.5533072622566,48.8260391178738,-63.5319000006718,48.7966798429464
95,"GP081F",-63.598895,48.895907,FALSE,-63.6441791638872,48.8754731207179,-63.606991570836,48.9256593448758,-63.622239222537,48.9420305723798
96,"GP099F",-63.419377,46.787418,FALSE,-63.4616317021873,46.8005167523579,-63.3571002844482,46.7768583239207,-63.3211164481112,46.8011437585887
97,"GP113F",-63.318027,46.912307,FALSE,-63.3833284970646,46.9830175002249,-63.3936779300875,46.902639189647,-63.3215120914751,46.9168625576421
98,"GP106F",-63.4489413035997,47.0485979367898,TRUE,-63.4239660833034,47.0678402254566,-63.4437056930264,47.0675107018956,-63.4553439640604,47.0361620463218
99,"GP105A2",-63.351028,47.168035,FALSE,-63.4506807115238,47.1369592782804,-63.3346272043005,47.2264302170402,-63.4347183147227,47.2306682637282
100,"GP097F",-63.381485,47.346248,FALSE,-63.3294003411665,47.2381279132938,-63.3490175848411,47.2810006765741,-63.3092254546311,47.2414678696651
101,"GP104F",-63.397763,47.43845,FALSE,-63.3909296464711,47.4387535946492,-63.4277533355187,47.4590348288921,-63.3879065521128,47.4608306684851
102,"GP108F",-63.35848,47.55693,FALSE,-63.4626338287966,47.482013536147,-63.3207187425107,47.5440626844034,-63.4554305752762,47.5153140179218
103,"GP102F",-63.399838,47.615268,FALSE,-63.3669637871556,47.6119629120507,-63.3108449648056,47.689173557146,-63.4038837675947,47.5941593653883
104,"GP111F",-63.323742,47.802987,FALSE,-63.3518616688444,47.7543876376478,-63.4302514770352,47.7885995120924,-63.3757721125145,47.7831906472034
105,"GP110F",-63.340357,47.833632,FALSE,-63.4447340849868,47.8123296924017,-63.416016774147,47.8786158179793,-63.4725405949305,47.8346876155728
106,"GP100F",-63.414993,47.980245,FALSE,-63.3649244330456,47.9512350177855,-63.3564136548259,47.9235201971717,-63.3894871015355,47.9971994762162
107,"GP101F",-63.404825,48.137275,FALSE,-63.4240114442089,48.107132345407,-63.4079316369032,48.0662882024078,-63.3068755480601,48.1299557441831
108,"GP114F",-63.315778,48.214143,FALSE,-63.3862157142298,48.2354438727168,-63.466748895114,48.1565361350888,-63.4271074854688,48.1589998404309
109,"GP103F",-63.398545,48.360128,FALSE,-63.4057392664057,48.3607513468693,-63.3385981952841,48.2690106712007,-63.3893026263107,48.3481877408477
110,"GP112F",-63.317453,48.497041,FALSE,-63.3413953529741,48.3897381703435,-63.3327762781715,48.4332721751294,-63.4649621549267,48.4689824302327
111,"GP096F",-63.421147,48.575493,FALSE,-63.3425693987749,48.6053118704166,-63.3263656707691,48.5149630107301,-63.3267530798555,48.5508647625256
112,"GP107A1",-63.459907,48.628389,FALSE,-63.3340045570169,48.681552316194,-63.483228555468,48.6515855061356,-63.332328051114,48.6332593778806
113,"GP109F",-63.353297,48.836423,FALSE,-63.4453784756176,48.7392328126438,-63.367263287055,48.8379816576167,-63.4747612655199,48.8033747693905
114,"GP098F",-63.425957,48.941418,FALSE,-63.3907326715716,48.8865600977679,-63.474084147205,48.9013649103036,-63.4172711952658,48.9063127422229
115,"GP133F",-63.168742,46.620563,FALSE,-63.2168304500703,46.6358704228807,-63.2211248281669,46.6086631548425,-63.1853402729331,46.6325154015388
116,"GP128F",-63.19569,46.717543,FALSE,-63.1407067343066,46.7591657635024,-63.2831910345006,46.7685159004317,-63.1842855072508,46.6758858656421
117,"GP123A1",-63.258979,46.82597,FALSE,-63.1427878292826,46.7751145850814,-63.2874792628574,46.8250457374755,-63.2512421547531,46.7963765431215
118,"GP127F",-63.200502,46.959309,FALSE,-63.262232916486,46.9792088896694,-63.1869374602439,46.915513243501,-63.1695521952436,46.9058411563596
119,"GP125A2",-63.286549,47.006459,FALSE,-63.2865512084533,47.0502134183559,-63.1895737589391,47.0464646686239,-63.2138920035558,47.0929128442641
120,"GP124F",-63.243937,47.176142,FALSE,-63.2848059131262,47.1764738645195,-63.2578669541561,47.126744144296,-63.2066779573279,47.1867960381264
121,"GP116F",-63.145719,47.286186,FALSE,-63.1404278351978,47.2507475744584,-63.1836621062936,47.290753283977,-63.2080818213443,47.3198288634078
122,"GP117F",-63.275247,47.433718,FALSE,-63.2762016820505,47.3517648988732,-63.2010626334833,47.4106065575582,-63.2039030892847,47.3618827170707
123,"GP132F",-63.171827,47.573269,FALSE,-63.1772658002379,47.4820852467716,-63.1508579485064,47.4932896527379,-63.291457099763,47.5036240380087
124,"GP119F",-63.267895,47.603933,FALSE,-63.2740479059076,47.6247412318144,-63.1879359297336,47.6573697514151,-63.2644218392076,47.5899788858941
125,"GP131F",-63.173597,47.759789,FALSE,-63.1542046594287,47.7025479676608,-63.2601192684701,47.736563154184,-63.2320655226234,47.7649425527856
126,"GP135F",-63.147762,47.809897,FALSE,-63.2748350758488,47.850843508556,-63.1740835371118,47.8399762292668,-63.3005241844307,47.8285351442468
127,"GP129F",-63.187666,47.927501,FALSE,-63.2895678430957,48.0046334019524,-63.2268182240026,47.9596648417214,-63.2623888774369,48.008186823372
128,"GP118F",-63.266222,48.067156,FALSE,-63.2957614437424,48.08849580013,-63.1963961247022,48.127235862608,-63.25198353586,48.099597702683
129,"GP126F",-63.204887,48.153133,FALSE,-63.2146722730726,48.2376357950316,-63.2942177840225,48.2159472578248,-63.1953379060135,48.2530296152892
130,"GP130A1",-63.150462,48.330108,FALSE,-63.2438623382893,48.3429834321203,-63.2284612154353,48.3585339414787,-63.2141834305621,48.3384378840428
131,"GP115F",-63.297702,48.441576,FALSE,-63.2195238843658,48.482663929778,-63.2213366991144,48.4154778783241,-63.1690386696508,48.3957183887114
132,"GP134F",-63.246658,48.530967,FALSE,-63.2014101204662,48.5905890290762,-63.1633230392287,48.501183589794,-63.2792590289323,48.6114480671899
133,"GP121F",-63.254733,48.644998,FALSE,-63.2370663679139,48.685917701094,-63.309009955131,48.6956993445087,-63.2528649280422,48.7032067581294
134,"GP122F",-63.253326,48.753518,FALSE,-63.2770937631511,48.7676158455855,-63.1736244512138,48.8373121952084,-63.1537407901509,48.7595456111328
135,"GP120F",-63.261878,48.92218,FALSE,-63.1399847304165,48.8860980885579,-63.2403655858562,48.8430690176053,-63.2116787342268,48.8879331344595
136,"GP154F",-63.0235188963013,46.5655289767317,TRUE,-63.0835601775215,46.6442021094244,-63.0317867649853,46.5998786657883,-62.9792004607992,46.5754237408704
137,"GP141F",-63.119078,46.676555,FALSE,-63.1079434296491,46.7420857748922,-63.121582401901,46.7121786991581,-62.9923584091309,46.710709363057
138,"GP147F",-63.021362,46.881462,FALSE,-63.0681899382431,46.8050008019362,-63.0365412009356,46.8317186718368,-63.0061129961175,46.7978589975809
139,"GP149F",-63.016598,46.925335,FALSE,-63.048450187572,46.9579739656098,-63.04634865711,46.9959502908263,-63.1265393748006,46.8905979684188
140,"GP150A1",-63.077202,47.027913,FALSE,-63.0236758928269,47.0083000272942,-62.9694613645046,47.0502645327955,-62.969452206109,47.0979100377774
141,"GP151A3",-63.011236,47.187589,FALSE,-62.9955647122293,47.1223254926303,-63.1005584095156,47.2184909925988,-63.0811025095323,47.1481350984906
142,"GP146F",-63.053678,47.327568,FALSE,-63.1275741041523,47.2824588194537,-63.0256808013524,47.3097661190292,-62.99733786148,47.2580982274109
143,"GP140F",-63.127964,47.435364,FALSE,-63.0818433481353,47.4224720537979,-62.9979414897171,47.3717716083771,-63.1200883313571,47.4555027336906
144,"GP148F",-63.021905,47.539103,FALSE,-63.1331166290175,47.5296311127504,-62.9697951609822,47.5104106633238,-63.0454778170658,47.5372866198808
145,"GP137F",-63.130438,47.67272,FALSE,-63.0735109457768,47.6902799305742,-63.0051426215418,47.6436009307909,-63.0559454163934,47.6393935331327
146,"GP145F",-63.054473,47.736173,FALSE,-63.0176898034735,47.7088203790209,-63.0501875645174,47.7763851234187,-63.0705377472887,47.7877184816535
147,"GP136F",-63.130468,47.88278,FALSE,-62.9735208575653,47.9136371277109,-63.0633123023406,47.8745176790114,-63.0673112605006,47.8578472743377
148,"GP144F",-63.056562,47.936415,FALSE,-63.0048799478325,47.9470469808609,-63.0466547039838,48.0119092005719,-63.0724164378472,47.938768353797
149,"GP143F",-63.098549,48.042401,FALSE,-62.9703426989491,48.0900312784497,-62.9708780991805,48.0529439683148,-63.0675694446309,48.1386598183901
150,"GP153F",-62.968767,48.207502,FALSE,-63.0101853169242,48.1649425303735,-63.0003990286826,48.1761043997785,-63.0421083753306,48.2280477157391
151,"GP152F",-62.982408,48.313373,FALSE,-63.0899597902929,48.2868700647995,-63.0788544247172,48.2779307123965,-63.0961881600223,48.3693812723465
152,"GP138F",-62.962962,48.390762,FALSE,-63.0119313363968,48.4255119494775,-63.068500415457,48.4552472328359,-62.9850110374679,48.3886047883527
153,"GP139F",-63.128735,48.546564,FALSE,-63.049780344432,48.5408235717429,-62.9778060840255,48.5407110568263,-63.0873357914702,48.5667240345103
154,"GP142F",-63.111272,48.71493,FALSE,-63.0095780165495,48.6956907762617,-63.0757874495595,48.6398709666222,-63.0771469067843,48.6873566914294
155,"GP162F",-62.846817,46.604822,FALSE,-62.8614830797075,46.5781684117615,-62.8594262475283,46.6288358437219,-62.8992987952354,46.5833739375029
156,"GP170F",-62.879038,46.70437,FALSE,-62.9408039221408,46.7644589835003,-62.8803682643462,46.7270142327734,-62.8080014090081,46.7498669959882
157,"GP159F",-62.901172,46.831168,FALSE,-62.9599468545554,46.8561526435244,-62.9467600747582,46.7927971087333,-62.8650994694815,46.7809145035929
158,"GP158F",-62.914673,46.940313,FALSE,-62.9199473464617,46.9199997557491,-62.9473932965004,46.9878584292173,-62.8678399892123,46.9611509563555
159,"GP163F",-62.875165,47.097328,FALSE,-62.8998764427212,47.0040748168531,-62.9323645405969,47.0875450688881,-62.9336188485445,47.1049379290636
160,"GP164F",-62.874677,47.165542,FALSE,-62.9518591221447,47.2044470192012,-62.8652190853507,47.1690031588971,-62.8891555114461,47.1407082519929
161,"GP161F",-62.896531,47.302773,FALSE,-62.8359059805897,47.2492195117192,-62.8176754129876,47.2362516627866,-62.8184048133317,47.2598721266174
162,"GP160F",-62.900247,47.384933,FALSE,-62.8694098344359,47.3938214441835,-62.8520394934425,47.3763697837617,-62.8787584348966,47.4011648181249
163,"GP167F",-62.849252,47.500947,FALSE,-62.8825203640529,47.4859744490719,-62.8339783667329,47.503976531022,-62.9044179021301,47.5343045556398
164,"GP171F",-62.813982,47.687085,FALSE,-62.8311950055411,47.6879614257182,-62.9147889161352,47.5853858577152,-62.8728752890461,47.6838672128936
165,"GP155A1",-62.929758,47.708007,FALSE,-62.8006719217616,47.699123849894,-62.8767549919394,47.7362890844901,-62.9039546305533,47.6954145261062
166,"GP168F",-62.847673,47.852107,FALSE,-62.8377792399934,47.888454081682,-62.9358252102354,47.8508346978523,-62.8552437576571,47.8681990345757
167,"GP172F",-62.809578,48.029081,FALSE,-62.9587680274339,48.0021604862784,-62.8554748782626,47.9482631033787,-62.8312701506236,48.0287226180565
168,"GP157F",-62.919843,48.069674,FALSE,-62.9307881278474,48.0830417465897,-62.9500478861772,48.1389410498939,-62.8734473087015,48.0923552628281
169,"GP169F",-62.841992,48.181743,FALSE,-62.8818375675228,48.227428187521,-62.8369772388198,48.2349975799518,-62.8479011667282,48.2591297217261
170,"GP165F",-62.855195,48.375352,FALSE,-62.8304999944644,48.3325983826628,-62.8741062301896,48.2685739623905,-62.8062115994567,48.274497185255
171,"GP166F",-62.858488,48.417803,FALSE,-62.9583625990706,48.3969706088982,-62.9180015499301,48.4762814681575,-62.8106920407572,48.4104167427724
172,"GP156F",-62.945282,48.595727,FALSE,-62.9233623645283,48.5906726838247,-62.8214851461989,48.5372407147828,-62.8039496690308,48.5340400310793
173,"GP189F",-62.631035,46.60972,FALSE,-62.680142642277,46.5489920963802,-62.7266335301328,46.5479305833535,-62.6649331522831,46.6137423561434
174,"GP174F",-62.688648,46.765313,FALSE,-62.7729639529193,46.6918410416457,-62.7184749134783,46.6887643539765,-62.796087493529,46.7141728919155
175,"GP184F",-62.673847,46.806058,FALSE,-62.796042948817,46.8090859592087,-62.7124954406566,46.860022110867,-62.7704576714548,46.8459698256298
176,"GP176F",-62.765182,46.989457,FALSE,-62.7837999161795,46.9680934663195,-62.6839292063316,46.9989278325998,-62.6880938915933,46.9878043117731
177,"GP179F",-62.686652,47.012998,FALSE,-62.6840510615066,47.0491034211953,-62.7635062201454,47.0876133569989,-62.7894340643669,47.0966910058413
178,"GP177F",-62.685382,47.164906,FALSE,-62.7138065013305,47.1273767000002,-62.6370222746149,47.1378050816425,-62.7014150039865,47.1576181926547
179,"GP188F",-62.631072,47.256533,FALSE,-62.6903973859189,47.2658404911197,-62.7710938230444,47.3291198436058,-62.7619805024346,47.2659334945285
180,"GP182F",-62.679093,47.441532,FALSE,-62.7336947135698,47.3904931380731,-62.7680554532068,47.3547887494273,-62.6320073319221,47.4014702458392
181,"GP186F",-62.658008,47.488815,FALSE,-62.7341898070575,47.5411514315004,-62.7294541152598,47.5485259418608,-62.7822327802516,47.5150840415599
182,"GP173F",-62.792362,47.660635,FALSE,-62.7633387542776,47.6504511051276,-62.6379687550787,47.6188097387271,-62.7840364364963,47.6494760814289
183,"GP175F",-62.778473,47.794722,FALSE,-62.6586769920389,47.7307475918824,-62.7811965853018,47.7346445746802,-62.7536441221037,47.7529330774054
184,"GP178F",-62.7316,47.840405,FALSE,-62.6360134060018,47.9130951632588,-62.7572092295969,47.848193139388,-62.7061352539885,47.9071530567885
185,"GP183F",-62.676182,48.024733,FALSE,-62.7350936445433,47.9678232792411,-62.692086881824,48.0269739515622,-62.6568006404826,47.9242321529292
