Year	Zone	Date	Tow_number	Lat	Lon	Commercial_count	Commercial_weight	Commercial345_count	Commercial345__weight	Area_swept	Zone_date_tow	Depth	Temperature	grid	intended grid	Tow_quality	boat	primary_or_alternate	Station ID	minilog file	esonar file	Headline num	Tilt num	depth (fathoms)	females	males	total count
2015	Zone12	05/08/2015	12	47.224323	-64.094775	2	1.223699713	1	0.647877513	2295	Zone12-05/08/2015-12	38.4048	0.8	AL09	AL09	1	JM	P	36	bin6385.144	GP036F	C8049GP036F.037	H0615GP036F.091	21	5	15	20
2015	Zone12	05/08/2015	11	47.203063	-63.814045	5	2.949891776	0	0	2256	Zone12-05/08/2015-11	47.5488	-0.6	AL10	AL10	3	JM	A2	49	bin6385.143	GP049A2	C8049GP049A2.036	H0615GP049A2.090	26	7	17	24
2015	Zone12	05/08/2015	8	47.196953	-63.773545	14	7.746607965	0	0	2804	Zone12-05/08/2015-8	54.864	-0.9	AL11	AL11	1	JM	P	61	bin6385.140	GP061F	C8049GP061F.033	H0615GP061F.087	30	40	54	94
2015	Zone12	05/08/2015	6	47.218118	-63.602213	5	2.634328829	2	1.084143998	3257	Zone12-05/08/2015-6	64.008	-0.9	AL12	AL12	1	JM	P	80	bin6385.138	GP080F	C8049GP080F.031	H0615GP080F.085	35	2	18	20
2015	Zone12	04/08/2015	10	47.154413	-63.386975	10	6.431179136	0	0	2847	Zone12-04/08/2015-10	56.6928	-0.6	AL13	AL13	1	JM	P	105	bin6385.130	GP105F	C8049GP105F.023	H0615GP105F.077	31	9	50	59
2015	Zone12	04/08/2015	7	47.178537	-63.244423	12	6.978512235	3	1.751959703	3556	Zone12-04/08/2015-7	65.8368	-0.9	AL14	AL14	1	JM	P	124	bin6385.127	GP124F	C8049GP124F.020	H0615GP124F.074	36	25	58	83
2015	Zone12	30/08/2015	9	47.16961	-63.1237	1	0.807010687	1	0.807010687	2851	Zone12-30/08/2015-9	60.3504	-0.7	AL15	AL15	4	JM	A1	151	bin6387.001	GP151A1	C8049GP151A1.125	H0661GP151A1.083	33	13	25	38
2015	Zone12	30/08/2015	10	47.165517	-62.877745	1	0.482065958	0	0	2656	Zone12-30/08/2015-10	60.3504	-0.6	AL16	AL16	2	JM	P	164	bin6387.002	GP164F	C8049GP164F.126	H0661GP164F.084	33	25	164	189
2015	Zone12	30/08/2015	2	47.164075	-62.686065	13	6.059573526	11	5.136552793	3110	Zone12-30/08/2015-2	65.8368	-0.2	AL17	AL17	3	JM	A1	177	bin6385.225	GP177A1	C8049GP177A1.119	H0661GP177A1.076	36	293	129	422
2015	Zone12	30/08/2015	12	47.207195	-62.61343	11	5.398837371	11	5.398837371	2630	Zone12-30/08/2015-12	65.8368	-0.2	AL18	AL18	2	JM	P	190	bin6387.004	GP190F	C8049GP190F.128	H0661GP190F.086	36	246	108	354
2015	Zone12	31/08/2015	2	47.135453	-62.298483	0	0	0	0	2440	Zone12-31/08/2015-2	49.3776	-0.1	AL19	AL19	2	JM	P	221	bin6387.006	GP221F	C8049GP221F.130	H0661GP221F.088	27	9	29	38
2015	Zone12	31/08/2015	3	47.139297	-62.187243	0	0	0	0	2348	Zone12-31/08/2015-3	38.4048	1.8	AL20	AL20	2	JM	P	232	bin6387.007	GP232F	C8049GP232F.131	H0661GP232F.089	21	14	31	45
2015	Zone12	07/10/2015	7	47.1676167	-61.1116167	8	4.789830844	8	4.789830844	2688	Zone12-07/10/2015-7	58.5216		AL26	AL26	2	JM	P	311		GP311F	C8054GP311F.069	H0616GP311F.043	32	57	28	85
2015	Zone19	07/10/2015	8	47.109493	-61.05231	10	6.270391187	8	5.168061017	2795	Zone19-07/10/2015-8	76.8096	1.8	AL27	AL27	1	JM	P	317	bin6387.147	GP317F	C8054GP317F.070	H0616GP317F.044	42	71	66	137
2015	Zone19	07/10/2015	6	47.1719333	-60.9152667	1	0.630434148	1	0.630434148	2712	Zone19-07/10/2015-6	82.296		AL28	AL28	2	JM	P	329		GP329F	C8054GP329F.068	H0616GP329F.042	45	8	3	11
2015	Zone19	06/10/2015	10	47.150735	-60.760282	6	3.823173548	2	0.97097756	2430	Zone19-06/10/2015-10	149.9616	4.7	AL29	AL29	1	JM	P	339	bin6387.146	GP339F	C8054GP339F.062	H0616GP339F.036	82	1	7	8
2015	Zone19	06/10/2015	7	47.199848	-60.551655	0	0	0	0	1368	Zone19-06/10/2015-7	164.592	5.5	AL30	AL30	1	JM	P	348	bin6387.143	GP348F	C8054GP348F.059	H0616GP348F.033	90	0	0	0
2015	Zone12	06/08/2015	9	47.30348	-64.445408	4	1.940132906	0	0	2985	Zone12-06/08/2015-9	42.0624	0.6	AM07	AM07	1	JM	P	16	bin6385.154	GP016F	C8049GP016F.047	H0661GP016F.003	23	38	43	81
2015	Zone12	06/08/2015	2	47.311508	-64.194937	4	2.397453261	1	0.682294032	2824	Zone12-06/08/2015-2	45.72	0	AM08	AM08	1	JM	P	25	bin6385.147	GP025F	C8049GP025F.040	H0615GP025F.044	25	37	26	63
2015	Zone12	06/08/2015	3	47.336385	-63.95007	3	1.382556458	1	0.37416704	2418	Zone12-06/08/2015-3	40.2336	0	AM10	AM10	1	JM	P	46	bin6385.148	GP046F	C8049GP046F.041	H0615GP046F.095	22	53	82	135
2015	Zone12	05/08/2015	7	47.240187	-63.643497	5	2.664285333	1	0.462508258	3027	Zone12-05/08/2015-7	65.8368	-1	AM11	AM11	1	JM	P	76	bin6385.139	GP076F	C8049GP076F.032	H0615GP076F.086	36	56	50	106
2015	Zone12	17/09/2015	1	47.339035	-63.515452	18	10.69640844	3	1.480611852	3698	Zone12-17/09/2015-1	69.4944	0.2	AM12	AM12	1	JM	P	90	bin6387.066	GP090F	C8049GP090F.192	H0661GP090F.278	38	261	50	311
2015	Zone12	04/08/2015	9	47.347252	-63.381283	15	8.747638692	0	0	2481	Zone12-04/08/2015-9	73.152	-1	AN13	AM13	3	JM	A1	97	bin6385.129	GP097A1	C8049GP097A1.022	H0615GP097A1.076	40	72	83	155
2015	Zone12	04/10/2015	6	47.286387	-63.144508	11	5.99033889	6	2.835678397	3776	Zone12-04/10/2015-6	69.4944	0.1	AM14	AM14	3	JM	A1	116	bin6387.126	GP116A1	C8054GP116A1.042	H0616GP116A1.016	38	129	74	203
2015	Zone12	13/09/2015	7	47.328473	-63.035583	17	9.653461486	4	2.012140592	2917	Zone12-13/09/2015-7	64.008	0.1	AM15	AM15	2	JM	P	146	bin6387.061	GP146F	C8049GP146F.187	H0661GP146F.273	35	55	185	240
2015	Zone12	13/09/2015	6	47.300213	-62.899962	1	0.361926275	1	0.361926275	1951	Zone12-13/09/2015-6	58.5216	-0.4	AM16	AM16	1	JM	P	161	bin6387.060	GP161F	C8049GP161F.186	H0661GP161F.272	32	2	40	42
2015	Zone12	30/08/2015	11	47.256667	-62.63192	6	3.038058987	5	2.318822269	2578	Zone12-30/08/2015-11	67.6656	-0.2	AM17	AM17	2	JM	P	188	bin6387.003	GP188F	C8049GP188F.127	H0661GP188F.085	37	224	84	308
2015	Zone12	13/09/2015	2	47.280512	-62.569352	12	6.256019945	10	5.151405124	2514	Zone12-13/09/2015-2	65.8368	-0.4	AM18	AM18	3	JM	A1	196	bin6387.056	GP196A1	C8049GP196A1.182	H0661GP196A1.268	36	168	118	286
2015	Zone12	08/09/2015	1	47.280175	-62.391993	2	1.25339457	0	0	2516	Zone12-08/09/2015-1	53.0352	-0.6	AM19	AM19	1	JM	P	212	bin6387.028	GP212F	C8049GP212F.154	H0661GP212F.240	29	17	27	44
2015	Zone12	07/10/2015	2	47.3292833	-61.1549833	1	0.363691781	0	0	2650	Zone12-07/10/2015-2	45.72		AM26	AM26	2	JM	P	308		GP308F	C8054GP308F.064	H0616GP308F.038	25	34	97	131
2015	Zone12	07/10/2015	3	47.3307	-61.0978167	3	1.995729876	2	1.325993399	2650	Zone12-07/10/2015-3	51.2064		AM27	AM27	2	JM	P	314		GP314F	C8054GP314F.065	H0616GP314F.039	28	29	116	145
2015	Zone19	07/10/2015	5	47.2696333	-60.8720167	10	6.388067317	10	6.388067317	2632	Zone19-07/10/2015-5	84.1248		AM28	AM28	2	JM	P	333		GP333F	C8054GP333F.067	H0616GP333F.041	46	84	59	143
2015	Zone19	06/10/2015	6	47.221577	-60.681118	0	0	0	0	3111	Zone19-06/10/2015-6	95.0976	1	AM29	AM29	1	JM	P	343	bin6387.142	GP343F	C8054GP343F.058	H0616GP343F.032	52	0	1	1
2015	Zone19	06/10/2015	5	47.309883	-60.588195	0	0	0	0	4143	Zone19-06/10/2015-5	69.4944	0.9	AM30	AM30	1	JM	P	347	bin6387.141	GP347F	C8054GP347F.057	H0616GP347F.031	38	0	1	1
2015	Zone19	05/10/2015	1	47.283728	-60.343697	0	0	0	0	2292	Zone19-05/10/2015-1	182.88	5	AM31	AM31	1	JM	P	355	bin6387.127	GP355F	C8054GP355F.043	H0616GP355F.017	100	0	2	2
2015	Zone12	06/08/2015	10	47.436627	-64.345687	6	4.007627466	0	0	2632	Zone12-06/08/2015-10	54.864		AN07	AN07	1	JM	P	19	bin6385.155	GP019F	C8049GP019F.048	H0661GP019F.004	30	52	99	151
2015	Zone12	06/08/2015	8	47.360462	-64.281523	2	1.185631194	1	0.652770519	2917	Zone12-06/08/2015-8	54.864	-0.3	AN08	AN08	1	JM	P	23	bin6385.153	GP023F	C8049GP023F.046	H0661GP023F.002	30	77	63	140
2015	Zone12	06/08/2015	7	47.416407	-64.08726	3	1.905559517	1	0.516093223	2073	Zone12-06/08/2015-7	36.576	1	AN09	AN09	3	JM	A2	44	bin6385.152	GP044A2	C8049GP044A2.045	H0661GP044A2.001	20	12	28	40
2015	Zone12	06/08/2015	4	47.346198	-63.932247	0	0	0	0	2766	Zone12-06/08/2015-4	47.5488	-0.1	AN10	AN10	1	JM	P	48	bin6385.149	GP048F	C8049GP048F.042	H0615GP048F.096	26	23	15	38
2015	Zone12	17/09/2015	2	47.387013	-63.710278	11	5.599603424	3	1.350703985	3521	Zone12-17/09/2015-2	65.8368	0.4	AN11	AN11	1	JM	P	67	bin6387.067	GP067F	C8049GP067F.193	H0661GP067F.279	36	75	45	120
2015	Zone12	17/09/2015	5	47.367575	-63.485973	19	11.33721683	2	0.994994269	3845	Zone12-17/09/2015-5	73.152	0.2	AN12	AN12	3	JM	A2	79	bin6387.070	GP079A2		H0661GP079A2.282	40	15	95	110
2015	Zone12	04/10/2015	4	47.438927	-63.396745	17	10.57618296	6	3.413071692	3511	Zone12-04/10/2015-4	80.4672	0.4	AN13	AN13	1	JM	P	104	bin6387.124	GP104F	C8054GP104F.040	H0616GP104F.014	44	1	72	73
2015	Zone12	04/10/2015	3	47.435888	-63.275938	29	17.28648762	20	11.43240396	3440	Zone12-04/10/2015-3	69.4944	0.2	AN14	AN14	1	JM	P	117	bin6387.123	GP117F	C8054GP117F.039	H0616GP117F.013	38	49	83	132
2015	Zone12	04/10/2015	2	47.436692	-63.126942	29	15.99357728	20	10.64991223	3204	Zone12-04/10/2015-2	69.4944	0.2	AN15	AN15	1	JM	P	140	bin6387.122	GP140F	C8054GP140F.038	H0616GP140F.012	38	189	108	297
2015	Zone12	13/09/2015	5	47.383985	-62.897833	2	1.076054268	0	0	2495	Zone12-13/09/2015-5	51.2064	0.4	AN16	AN16	1	JM	P	160	bin6387.059	GP160F	C8049GP160F.185	H0661GP160F.271	28	7	39	46
2015	Zone12	27/07/2015	3	47.441397	-62.678395	5	2.69778552	2	0.919358141	2670	Zone12-27/07/2015-3	64.008	-0.6	AN17	AN17	1	JM	P	182	bin6385.083	GP182F	C7812GP182F.026	H0615GP182F.030	35	35	77	112
2015	Zone12	13/09/2015	4	47.429013	-62.519043	14	7.275067314	13	6.865063546	3078	Zone12-13/09/2015-4	74.9808	-0.2	AN18	AN18	1	JM	P	199	bin6387.058	GP199F	C8049GP199F.184	H0661GP199F.270	41	248	190	438
2015	Zone12	13/09/2015	3	47.386148	-62.359528	13	7.135580914	2	0.74669887	2621	Zone12-13/09/2015-3	54.864	-0.4	AN19	AN19	2	JM	P	219	bin6387.057	GP219F	C8049GP219F.183	H0661GP219F.269	30	38	99	137
2015	Zone12	07/10/2015	1	47.3804	-61.1412333	1	0.592395927	1	0.592395927	2650	Zone12-07/10/2015-1	43.8912		AN26	AN26	2	JM	P	310		GP310F	C8054GP310F.063	H0616GP310F.037	24	7	18	25
2015	Zone12	07/10/2015	4	47.3616333	-61.0128333	6	3.361839296	4	2.043816672	2766	Zone12-07/10/2015-4	51.2064		AN27	AN27	2	JM	P	321		GP321F	C8054GP321F.066	H0616GP321F.040	28	48	104	152
2015	Zone19	06/10/2015	3	47.369652	-60.803625	11	6.082167099	9	4.753117673	2422	Zone19-06/10/2015-3	64.008	1.2	AN28	AN28	1	JM	P	337	bin6387.139	GP337F	C8054GP337F.055	H0616GP337F.029	35	13	39	52
2015	Zone19	06/10/2015	4	47.36598	-60.649747	1	0.610628382	0	0	2502	Zone19-06/10/2015-4	64.008	1	AN29	AN29	1	JM	P	345	bin6387.140	GP345F	C8054GP345F.056	H0616GP345F.030	35	0	8	8
2015	ZoneF 	05/10/2015	3	47.431427	-60.464242	1	0.701243947	1	0.701243947	3122	ZoneF-05/10/2015-3	95.0976	2.1	AN30	AN30	1	JM	P	351	bin6387.129	GP351F	C8054GP351F.045	H0616GP351F.019	52	4	12	16
2015	ZoneF 	05/10/2015	2	47.381205	-60.396638	0	0	0	0	2907	ZoneF-05/10/2015-2	80.4672	1.3	AN31	AN31	1	JM	P	354	bin6387.128	GP354F	C8054GP354F.044	H0616GP354F.018	44	0	0	0
2015	Zone12	06/08/2015	11	47.503602	-64.393532	9	5.34283783	0	0	2288	Zone12-06/08/2015-11	45.72	0	AO07	AO07	1	JM	P	18	bin6385.156	GP018F	C8049GP018F.049	H0661GP018F.005	25	14	36	50
2015	Zone12	06/08/2015	12	47.545778	-64.179535	5	3.407086079	2	1.239405805	2294	Zone12-06/08/2015-12	64.008	-0.3	AO08	AO08	1	JM	P	28	bin6385.157	GP028F	C8049GP028F.050	H0661GP028F.006	35	40	38	78
2015	Zone12	06/08/2015	13	47.555002	-64.127605	8	4.824778282	3	1.569609662	2539	Zone12-06/08/2015-13	67.6656	-0.3	AO09	AO09	1	JM	P	32	bin6385.158	GP032F	C8049GP032F.051	H0661GP032F.007	37	41	49	90
2015	Zone12	17/09/2015	7	47.508692	-63.886907	1	0.809642951	0	0	3419	Zone12-17/09/2015-7	60.3504	0.6	AO10	AO10	1	JM	P	50	bin6387.072	GP050F	C8053GP050F.002	H0661GP050F.284	33	8	33	41
2015	Zone12	17/09/2015	6	47.509088	-63.720407	9	4.794576493	3	1.545604674	3865	Zone12-17/09/2015-6	69.4944	0.7	AO11	AO11	1	JM	P	66	bin6387.071	GP066F	C8053GP066F.001	H0661GP066F.283	38	47	123	170
2015	Zone12	23/09/2015	10	47.550658	-63.512333	34	20.71327707	9	4.544633387	3581	Zone12-23/09/2015-10	71.3232	0.2	AO12	AO12	1	JM	P	91	bin6387.115	GP091F	C8054GP091F.031	H0616GP091F.005	39	66	55	121
2015	Zone12	23/09/2015	11	47.557912	-63.356152	8	5.072491461	4	2.561046028	3453	Zone12-23/09/2015-11	76.8096	0.2	AO13	AO13	1	JM	P	108	bin6387.116	GP108F	C8054GP108F.032	H0616GP108F.006	42	195	31	226
2015	Zone12	24/09/2015	3	47.571553	-63.172327	14	7.364936294	9	4.559167809	2927	Zone12-24/09/2015-3	65.8368	-0.2	AO14	AO14	1	JM	P	132	bin6387.119	GP132F	C8054GP132F.035	H0616GP132F.009	36	87	108	195
2015	Zone12	24/09/2015	4	47.537763	-63.021835	0	0	0	0	2740	Zone12-24/09/2015-4	53.0352	0.2	AO15	AO15	1	JM	P	148	bin6387.120	GP148F	C8054GP148F.036	H0616GP148F.010	29	0	7	7
2015	Zone12	04/10/2015	1	47.500145	-62.850112	0	0	0	0	2435	Zone12-04/10/2015-1	51.2064	-0.1	AO16	AO16	1	JM	P	167	bin6387.121	GP167F	C8054GP167F.037	H0616GP167F.011	28	7	28	35
2015	Zone12	27/07/2015	2	47.487472	-62.660192	2	1.218574176	2	1.218574176	2652	Zone12-27/07/2015-2	58.5216	-0.4	AO17	AO17	1	JM	P	186	bin6385.082	GP186F	C7812GP186F.025	H0615GP186F.029	32	11	24	35
2015	Zone12	27/07/2015	1	47.487458	-62.578727	3	1.571189317	0	0	2731	Zone12-27/07/2015-1	67.6656	-0.1	AO18	AO18	1	JM	P	194	bin6385.081	GP194F	C7812GP194F.024	H0615GP194F.028	37	51	22	73
2015	Zone12	26/07/2015	14	47.505095	-62.394543	3	1.385216087	3	1.385216087	2776	Zone12-26/07/2015-14	60.3504	-0.2	AO19	AO19	1	JM	P	211	bin6385.080	GP211F	C7812GP211F.023	H0615GP211F.027	33	22	29	51
2015	Zone12	22/07/2015	1	47.558662	-62.275468	6	2.967783858	6	2.967783858	1197	Zone12-22/07/2015-1	56.6928	-0.6	AO20	AO20	1	JM	P	222	bin6385.045	GP222F	C7671GP222F.445	H0499GP222F.038	31	88	43	131
2015	Zone12	06/10/2015	1	47.44724	-60.937073	4	2.036614879	4	2.036614879	2634	Zone12-06/10/2015-1	49.3776	1	AO27	AO27	1	JM	P	328	bin6387.137	GP328F	C8054GP328F.053	H0616GP328F.027	27	29	103	132
2015	Zone12	06/10/2015	2	47.463775	-60.768422	3	1.450566577	0	0	2589	Zone12-06/10/2015-2	56.6928	1	AO28	AO28	1	JM	P	338	bin6387.138	GP338F	C8054GP338F.054	H0616GP338F.028	31	59	31	90
2015	ZoneF 	05/10/2015	7	47.481153	-60.607397	3	1.552988796	0	0	2500	ZoneF-05/10/2015-7	58.5216	2	AO29	AO29	1	JM	P	346	bin6387.133	GP346F	C8054GP346F.049	H0616GP346F.023	32	42	14	56
2015	ZoneF 	05/10/2015	6	47.511212	-60.48531	6	3.857497766	5	3.312326287	2195	ZoneF-05/10/2015-6	140.8176	2.1	AO30	AO30	1	JM	P	350	bin6387.132	GP350F	C8054GP350F.048	H0616GP350F.022	77	0	7	7
2015	ZoneF 	05/10/2015	4	47.524703	-60.404678	0	0	0	0	1356	ZoneF-05/10/2015-4	301.752	5.9	AO31	AO31	1	JM	P	353	bin6387.130	GP353F	C8054GP353F.046	H0616GP353F.020	165	0	1	1
2015	Zone12	07/08/2015	3	47.660908	-64.164128	9	5.527253303	5	3.116366895	2457	Zone12-07/08/2015-3	69.4944	0.1	AP08	AP08	3	JM	A2	22	bin6385.161	GP022A2	C8049GP022A2.054	H0661GP022A2.010	38	71	33	104
2015	Zone12	17/09/2015	9	47.683998	-64.09151	5	2.449360499	3	1.395107692	2782	Zone12-17/09/2015-9	74.9808	0.7	AP09	AP09	4	JM	A1	40	bin6387.074	GP040A1	C8053GP040A1.004	H0661GP040A1.286	41	52	41	93
2015	Zone12	18/09/2015	1	47.626405	-63.963432	0	0	0	0	2658	Zone12-18/09/2015-1	49.3776	1.5	AP10	AP10	3	JM	A1	47	bin6387.076	GP047A1	C8053GP047A1.006	H0661GP047A1.288	27	0	0	0
2015	Zone12	18/09/2015	2	47.640425	-63.702338	8	4.148073876	5	2.485425478	4128	Zone12-18/09/2015-2	71.3232	0.7	AP11	AP11	1	JM	P	70	bin6387.077	GP070F	C8053GP070F.008	H0661GP070F.289	39	38	73	111
2015	Zone12	23/09/2015	8	47.686473	-63.502633	5	2.697499	2	0.848568486	2950	Zone12-23/09/2015-8	71.3232	0.4	AP12	AP12	1	JM	P	93	bin6387.113	GP093F	C8054GP093F.029	H0616GP093F.003	39	38	27	65
2015	Zone12	23/09/2015	9	47.616688	-63.399872	14	9.036958407	2	1.285929168	3109	Zone12-23/09/2015-9	78.6384	0.2	AP13	AP13	1	JM	P	102	bin6387.114	GP102F	C8054GP102F.030	H0616GP102F.004	43	19	85	104
2015	Zone12	24/09/2015	1	47.603045	-63.267858	12	7.387528478	8	4.310773964	2290	Zone12-24/09/2015-1	85.9536	0.2	AP14	AP14	1	JM	P	119	bin6387.117	GP119F	C8054GP119F.033	H0616GP119F.007	47	2	70	72
2015	Zone12	24/09/2015	2	47.671538	-63.130388	15	9.548085764	2	0.807837765	2853	Zone12-24/09/2015-2	65.8368	-0.2	AP15	AP15	1	JM	P	137	bin6387.118	GP137F	C8054GP137F.034	H0616GP137F.008	36	47	84	131
2015	Zone12	19/09/2015	2	47.688157	-62.813548	5	2.361130009	3	1.263960428	2627	Zone12-19/09/2015-2	56.6928	-0.2	AP16	AP16	1	JM	P	171	bin6387.088	GP171F	C8054GP171F.003	H0661GP171F.300	31	40	44	84
2015	Zone12	19/09/2015	1	47.659187	-62.794068	8	3.819461224	6	2.785568613	2447	Zone12-19/09/2015-1	58.5216	0.2	AP16	AP17	1	JM	P	173	bin6387.087	GP173F	C8054GP173F.002	H0661GP173F.299	32	25	20	45
2015	Zone12	26/07/2015	13	47.601298	-62.465452	10	5.536169623	3	1.69422345	3419	Zone12-26/07/2015-13	74.9808	0.4	AP18	AP18	1	JM	P	205	bin6385.079	GP205F	C7812GP205F.022	H0615GP205F.026	41	50	42	92
2015	Zone12	26/07/2015	12	47.633012	-62.381855	9	4.599667858	8	3.862128286	2657	Zone12-26/07/2015-12	54.864	-0.4	AP19	AP19	1	JM	P	213	bin6385.078	GP213F	C7812GP213F.021	H0615GP213F.025	30	17	37	54
2015	Zone12	26/07/2015	11	47.66083	-62.269377	3	1.454491568	3	1.454491568	2639	Zone12-26/07/2015-11	54.864	0.1	AP20	AP20	1	JM	P	224	bin6385.077	GP224F	C7812GP224F.020	H0615GP224F.024	30	10	44	54
2015	Zone12	23/07/2015	3	47.663325	-62.08549	0	0	0	0	2415	Zone12-23/07/2015-3	42.0624	0.1	AP21	AP21	3	JM	A2	239	bin6385.048	GP239A2	C7671GP239A2.448	H0499GP239A2.041	23	7	14	21
2015	ZoneF 	05/10/2015	10	47.628327	-61.004352	0	0	0	0	2664	ZoneF-05/10/2015-10	38.4048	2.6	AP27	AP27	1	JM	P	323	bin6387.136	GP323F	C8054GP323F.052	H0616GP323F.026	21	3	3	6
2015	ZoneF 	05/10/2015	9	47.562037	-60.864305	0	0	0	0	2366	ZoneF-05/10/2015-9	49.3776	0.6	AP28	AP28	1	JM	P	334	bin6387.135	GP334F	C8054GP334F.051	H0616GP334F.025	27	1	2	3
2015	ZoneF 	05/10/2015	8	47.571363	-60.690193	6	3.048167959	1	0.405418173	2940	ZoneF-05/10/2015-8	56.6928	0.2	AP29	AP29	1	JM	P	342	bin6387.134	GP342F	C8054GP342F.050	H0616GP342F.024	31	34	77	111
2015	ZoneF 	05/10/2015	5	47.556388	-60.44387	0	0	0	0	901	ZoneF-05/10/2015-5	234.0864	5.2	AP30	AP30	1	JM	P	352	bin6387.131	GP352F	C8054GP352F.047	H0616GP352F.021	128	0	1	1
2015	Zone12	07/08/2015	4	47.699045	-64.16548	15	8.255989259	12	5.976995732	2376	Zone12-07/08/2015-4	71.3232	0.6	AQ08	AQ08	1	JM	P	30	bin6385.162	GP030F	C8049GP030F.055	H0661GP030F.011	39	95	48	143
2015	Zone12	07/08/2015	5	47.763278	-64.003363	4	2.058450498	1	0.418242438	2662	Zone12-07/08/2015-5	82.296	0.6	AQ09	AQ09	1	JM	P	42	bin6385.163	GP042F	C8049GP042F.056	H0661GP042F.012	45	31	19	50
2015	Zone12	18/09/2015	4	47.753355	-63.873065	11	6.594839702	4	2.281390494	3878	Zone12-18/09/2015-4	74.9808	1	AQ10	AQ10	1	JM	P	52	bin6387.079	GP052F	C8053GP052F.010	H0661GP052F.291	41	360	43	403
2015	Zone12	18/09/2015	3	47.716387	-63.760882	0	0	0	0	2385	Zone12-18/09/2015-3	64.008	0.9	AQ11	AQ11	1	JM	P	63	bin6387.078	GP063F	C8053GP063F.009	H0661GP063F.290	35	2	3	5
2015	Zone12	23/09/2015	7	47.770898	-63.487338	1	0.503350626	0	0	3822	Zone12-23/09/2015-7	76.8096	0.4	AQ12	AQ12	1	JM	P	95	bin6387.112	GP095F	C8054GP095F.028	H0616GP095F.002	42	4	58	62
2015	Zone12	23/09/2015	6	47.80406	-63.324095	6	3.010121839	2	1.200015739	3843	Zone12-23/09/2015-6	80.4672	0.4	AQ13	AQ13	1	JM	P	111	bin6387.111	GP111F	C8054GP111F.027	H0616GP111F.001	44	8	25	33
2015	Zone12	23/09/2015	5	47.758272	-63.17475	2	1.084007352	1	0.68790581	3627	Zone12-23/09/2015-5	71.3232	0.2	AQ14	AQ14	1	JM	P	131	bin6387.110	GP131F	C8054GP131F.026	H0661GP131F.322	39	41	8	49
2015	Zone12	19/09/2015	7	47.7345833	-63.0546167	20	10.3709555	12	6.238933115	2712	Zone12-19/09/2015-7	71.3232	0.2	AQ15	AQ15	2	JM	P	145	bin6387.093	GP145F	C8054GP145F.009	H0661GP145F.305	39	45	56	101
2015	Zone12	19/09/2015	6	47.789323	-62.948423	2	0.907796325	2	0.907796325	2240	Zone12-19/09/2015-6	71.3232	0.6	AQ16	AQ16	1	JM	P	155	bin6387.092	GP155F	C8054GP155F.008	H0661GP155F.304	39	35	11	46
2015	Zone12	19/09/2015	3	47.794705	-62.777922	3	1.64955364	0	0	3002	Zone12-19/09/2015-3	64.008	0.4	AQ17	AQ17	1	JM	P	175	bin6387.089	GP175F	C8053GP175F.005	H0661GP175F.301	35	9	35	44
2015	Zone12	19/07/2015	1	47.713465	-62.563998	12	6.441062882	10	5.118257654	2937	Zone12-19/07/2015-1	82.296	-0.2	AQ18	AQ18	1	JM	P	195	bin6385.044	GP195F	C7671GP195F.444	H0499GP195F.037	45	70	29	99
2015	Zone12	26/07/2015	9	47.760008	-62.375072	10	5.642859125	4	2.359398793	2573	Zone12-26/07/2015-9	64.008	0.9	AQ19	AQ19	1	JM	P	216	bin6385.075	GP216F	C7812GP216F.018	H0615GP216F.022	35	15	53	68
2015	Zone12	26/07/2015	10	47.729422	-62.207537	3	1.763034632	1	0.419799566	2675	Zone12-26/07/2015-10	56.6928	0.1	AQ20	AQ20	1	JM	P	228	bin6385.076	GP228F	C7812GP228F.019	H0615GP228F.023	31	49	58	107
2015	Zone12	26/07/2015	7	47.771085	-62.03128	1	0.481210387	1	0.481210387	2610	Zone12-26/07/2015-7	49.3776	-0.2	AQ21	AQ21	1	JM	P	242	bin6385.073	GP242F	C7812GP242F.015	H0615GP242F.020	27	3	23	26
2015	Zone12	23/07/2015	4	47.701068	-61.93257	5	2.660086905	0	0	2027	Zone12-23/07/2015-4	40.2336	2	AQ22	AQ22	1	JM	P	253	bin6385.049	GP253F	C7671GP253F.449	H0499GP253F.042	22	1	99	100
2015	ZoneF 	09/07/2015	5	47.787657	-60.965713	1	0.519387688	0	0	2393	ZoneF-09/07/2015-5	54.864	-0.2	AQ27	AQ27	1	JM	P	325	bin6385.004	GP325F	C7671GP325F.404	H0458GP325F.046	30	18	36	54
2015	ZoneF 	09/07/2015	4	47.77101	-60.832628	4	1.96374092	3	1.595074709	2699	ZoneF-09/07/2015-4	69.4944	-0.2	AQ28	AQ28	1	JM	P	335	bin6385.003	GP335F	C7671GP335F.403	H0458GP335F.045	38	17	40	57
2015	ZoneF 	09/07/2015	2	47.740912	-60.676418	0	0	0	0	3292	ZoneF-09/07/2015-2	84.1248	0.7	AQ29	AQ29	1	JM	A1	344	bin6385.001	GP344A1	C7671GP344A1.401	H0458GP344A1.043	46	1	1	2
2015	Zone12	16/08/2015	8	47.84929	-65.600725	1	1.019579316	0	0	1805	Zone12-16/08/2015-8	38.4048	1.1	AR00	AR00	3	JM	A2	2	bin6385.179	GP002A2	C8049GP002A2.072	H0661GP002A2.028	21	20	24	44
