"tow.id","longitude","latitude","new.station","zone","fish.sample","longitude.alt1","latitude.alt1","longitude.alt2","latitude.alt2","longitude.alt3","latitude.alt3"
"GP052F",-63.8776166666667,47.7542083333333,"No","12","Yes",-63.8703786655016,47.7667369432564,-63.9142189270942,47.7057645616554,-63.8609966322645,47.7436838718382
"GP053F",-63.9451416666667,48.0399416666667,"No","12","No",-63.9735049418913,48.0979140682752,-63.9388380727868,48.1024964153951,-63.8463982056391,48.0517619739001
"GP054F",-63.9633833333333,48.7306166666667,"No","12","No",-63.9262862182109,48.7733402280556,-63.9105387667112,48.7565842889269,-63.9914267919897,48.7663015581879
"GP055F",-63.9627666666667,48.1806916666667,"No","12","No",-63.8912392070178,48.1684526810721,-63.8410745537211,48.1634582300911,-63.9524428359709,48.1992025228465
"GP056F",-63.8459,48.6253916666667,"No","12","No",-63.9785790849172,48.6368483503679,-63.9658498250343,48.6807490618059,-63.9453400756199,48.7045202019416
"GP057F",-63.8457416666667,48.5207083333333,"No","12","No",-63.9028529914897,48.5031817030033,-63.9196081345179,48.5963203906111,-63.9953976734772,48.5558471187409
"GP058F",-63.8419583333333,48.3423,"No","12","No",-63.9301582896153,48.3105008616683,-63.969858858335,48.2882107450883,-63.9564277501202,48.3252631481474
"GP059F",-63.8331,48.3925083333333,"No","12","No",-63.892049992442,48.4136483341161,-63.9206316118557,48.4079251320306,-63.835920400985,48.4547695755019
"GP060F",-63.6742833333333,48.0602333333333,"No","12","No",-63.7873663233086,48.1113341748627,-63.6964210686365,48.1312655080533,-63.7738332097688,48.0412222975727
"GP061F",-63.7686583333333,47.1960166666667,"No","12","Yes",-63.6763948548099,47.20175409672,-63.6393712133463,47.1904034177604,-63.8033876681784,47.2056068283032
"GP062F",-63.7684583333333,47.9933916666667,"No","12","No",-63.6639313683492,48.0027503716664,-63.7719786325688,47.9814766294008,-63.7241299887305,47.9787641617345
"GP063F",-63.6713,47.729075,"No","12","No",-63.6493607555479,47.7542772997441,-63.8063358003914,47.7243641570613,-63.6607944939496,47.7264771741861
"GP064F",-63.8235333333333,48.6609583333333,"No","12","No",-63.6747868867546,48.6480605999166,-63.7481540410499,48.6273025154227,-63.8032022988972,48.6875292774637
"GP065F",-63.732775,48.457825,"No","12","Yes",-63.6671090707369,48.4339609777418,-63.8204347228979,48.4888925752579,-63.8207554698404,48.474610526501
"GP066F",-63.7233166666667,47.5090083333333,"No","12","No",-63.7854687108554,47.4868178299419,-63.8117408993834,47.541453411392,-63.6578356276354,47.4957040456255
"GP067F",-63.71375,47.389675,"No","12","No",-63.8049089744163,47.3663627992152,-63.6886658033794,47.3631640254817,-63.7527827799268,47.3811151165447
"GP068F",-63.70765,47.0972583333333,"No","12","No",-63.7208932432029,47.0142634762504,-63.7995770846166,47.0486098932635,-63.7298342921917,47.0291924779477
"GP069F",-63.7094,47.9061083333333,"No","12","No",-63.7023912566168,47.8623727330409,-63.7144260023327,47.8135020231677,-63.7497025213292,47.8062154931234
"GP070F",-63.7053583333333,47.6399416666667,"No","12","No",-63.7199920888301,47.662360190587,-63.7871759697975,47.6102832666648,-63.6921113994281,47.6243855481038
"GP071F",-63.8204416666667,48.1744666666667,"No","12","Yes",-63.7199974617199,48.2175223903531,-63.7277461279137,48.1777981166572,-63.6989762824682,48.1647183172781
"GP072F",-63.7673,48.8192333333333,"No","12","No",-63.719563687046,48.7928343351199,-63.7082102103143,48.8292136290987,-63.765761497049,48.7353729025558
"GP073F",-63.6822083333333,48.36015,"No","12","No",-63.7026659680714,48.3216463619565,-63.662435413126,48.3797656136994,-63.7226632401502,48.2751557983627
"GP074F",-63.7954166666667,48.604625,"No","12","No",-63.7947097559659,48.5944339593444,-63.6633959263049,48.5660572247556,-63.6868623000446,48.5788590317899
"GP075F",-63.5074083333333,48.2022,"No","12","No",-63.5726179700684,48.1810912645503,-63.4940576902771,48.1691165228064,-63.5810582353361,48.2316584831281
"GP076F",-63.6426666666667,47.2394583333333,"No","12","Yes",-63.6656750484769,47.3377067932484,-63.7086814813666,47.3265632087195,-63.6513716348909,47.3320450188242
"GP077F",-63.7333956192674,46.9625873858835,"Yes","12","No",-63.7450970008861,46.9135334932248,-63.676450298754,46.911016312563,-63.6830273079553,46.9617178129669
"GP078F",-63.6546666666667,48.6167583333333,"No","12","Yes",-63.5624879634496,48.6951633572333,-63.6502923355254,48.6301895933652,-63.5417914363052,48.6955989967988
"GP079F",-63.4883166666667,47.3658583333333,"No","12","No",-63.6078790494737,47.4528311217137,-63.5489088253405,47.4524781071898,-63.5422097071276,47.4508683631633
"GP080F",-63.5708166666667,47.157375,"No","12","No",-63.5306761444003,47.170537832353,-63.5579036761322,47.2035582109492,-63.4956669807685,47.1178598074678
"GP081F",-63.5894416666667,48.8991416666667,"No","12","No",-63.6235561059816,48.9084864124641,-63.5822764028825,48.9077607017788,-63.6262544427247,48.8483989162998
"GP082F",-63.5817916666667,48.117625,"No","12","Yes",-63.5135094357094,48.1363645448174,-63.5932353354595,48.0688035281995,-63.6114273524757,48.0770604348565
"GP083F",-63.6158916666667,48.5480833333333,"No","12","Yes",-63.4855108658008,48.535211050982,-63.6447244650897,48.5468110713737,-63.4843061468583,48.5517190092496
"GP084F",-63.5133416666667,46.955075,"No","12","No",-63.563090861388,46.9868968829841,-63.5820300534306,46.9235502628237,-63.5261388088731,46.9797302254039
"GP085F",-63.5578083333333,48.8298166666667,"No","12","No",-63.5613203259107,48.8162243675105,-63.599518843857,48.814495559279,-63.5481812447772,48.8067819574385
"GP086F",-63.539125,48.3904666666667,"No","12","No",-63.5405449836895,48.3989080412126,-63.5931872386887,48.4796881667748,-63.5239546288422,48.4398041536062
"GP087F",-63.53275,47.979675,"No","12","No",-63.5241224624044,48.0213571128774,-63.4917053761014,48.0085581074173,-63.4808953081959,47.9291328124437
"GP088F",-63.5655333333333,47.1064666666667,"No","12","No",-63.5580131665872,47.0861682818702,-63.4769387669636,47.0235110718324,-63.61254869468,47.0179847862972
"GP089F",-63.5201166666667,48.3084916666667,"No","12","Yes",-63.5705115926882,48.3469531230523,-63.5927075291094,48.3429263844123,-63.5753784093207,48.2860806803195
"GP090F",-63.5153333333333,47.3403666666667,"No","12","No",-63.5668359598884,47.3436365345177,-63.5767970464872,47.233796005884,-63.615547626169,47.2923789509346
"GP091F",-63.5123416666667,47.55205,"No","12","No",-63.5912327765152,47.4927846956187,-63.5515691850951,47.5528605849034,-63.5692809555785,47.5248596429057
"GP092F",-63.6434583333333,47.8556166666667,"No","12","No",-63.5529271223678,47.862558000694,-63.6386532196206,47.8677290424928,-63.4882473587677,47.8725151754937
"GP093F",-63.550875,47.63295,"No","12","No",-63.6005349530424,47.620038053044,-63.611225529063,47.64697790658,-63.6427183501328,47.60406284644
"GP094F",-63.497325,46.785425,"No","12","No",-63.5058598715446,46.793045093112,-63.4845454703191,46.771904322686,-63.5353484754949,46.8431725949636
"GP095F",-63.49225,47.7728166666667,"No","12","Yes",-63.5972991982202,47.7520298932992,-63.5443675309538,47.7257611071807,-63.4866777401911,47.733887979064
"GP096F",-63.3629,48.5978833333333,"No","12","Yes",-63.3520119543205,48.5520989636037,-63.4199666570369,48.5754273497074,-63.4024915285152,48.5409250759893
"GP097F",-63.3440802182097,47.2669598265574,"Yes","12","No",-63.4311523705752,47.2814337583929,-63.3097272743084,47.3095235962239,-63.4570170450844,47.3218091280653
"GP098F",-63.428525,48.9380083333333,"No","12","No",-63.4435398449709,48.9485082612175,-63.353606754216,48.9047859923325,-63.391281196528,48.8720484197051
"GP099F",-63.422175,46.791475,"No","12","Yes",-63.3122011233985,46.8636665441672,-63.3398561641585,46.8321917504924,-63.4103932218369,46.7784181748156
"GP100F",-63.413025,47.9750666666667,"No","12","Yes",-63.4572549088507,48.0119212462784,-63.3189962653283,48.0338813921556,-63.4568760739517,48.027146769357
"GP101F",-63.4002083333333,48.137025,"No","12","No",-63.3869160739763,48.0982937145526,-63.3947827321911,48.1265927330365,-63.3086105491452,48.0996570849179
"GP102F",-63.3986916666667,47.6162916666667,"No","12","Yes",-63.4065731894081,47.6346229878266,-63.349905140607,47.6321048513992,-63.4206232721023,47.6215631902741
"GP103F",-63.3962333333333,48.3605833333333,"No","12","Yes",-63.4114053954456,48.3157832600091,-63.4641852146396,48.2810501092213,-63.3854665224364,48.3006266148304
"GP104F",-63.3994416666667,47.4374833333333,"No","12","No",-63.3484792323072,47.4459501314223,-63.4015112540475,47.4078922443219,-63.3824264785522,47.3895539971329
"GP105F",-63.3495416666667,47.1681083333333,"No","12","No",-63.3782215091085,47.2021258568596,-63.3204252758173,47.186872679739,-63.40551593104,47.1247548271749
"GP106F",-63.3254833333333,47.0847916666667,"No","12","Yes",-63.4596271874224,47.0559684499878,-63.4075049453949,47.0119059258703,-63.35840450753,47.0418864863322
"GP107F",-63.4579,48.62685,"No","12","Yes",-63.4816961127629,48.6321706527491,-63.4338050397657,48.6381214427306,-63.4261374167935,48.6805172316039
"GP108F",-63.355475,47.55785,"No","12","No",-63.3938652210364,47.5032681930633,-63.4059021928068,47.4893521076647,-63.4232566761609,47.5058352379168
"GP109F",-63.3523666666667,48.83545,"No","12","No",-63.3351717577608,48.8186572430884,-63.390028355456,48.8361246899137,-63.4656781947785,48.7454760164018
"GP110F",-63.3395083333333,47.8344333333333,"No","12","Yes",-63.3923679722793,47.8291828906796,-63.3969372911786,47.831312151677,-63.3710171349263,47.8937251896111
"GP111F",-63.3174333333333,47.8046666666667,"No","12","No",-63.4363499533851,47.7805790402519,-63.371068719991,47.7377299084895,-63.4081237018095,47.7021955828493
"GP112F",-63.40815,48.435725,"No","12","No",-63.3443173556689,48.4076419731366,-63.3613206109203,48.4712705906157,-63.4489763871652,48.461326094318
"GP113F",-63.3183583333333,46.9107083333333,"No","12","No",-63.4272306650569,46.9500779261128,-63.4532140895739,46.9438279997961,-63.333235743876,46.8901729723058
"GP114F",-63.3130916666667,48.2140833333333,"No","12","Yes",-63.4007669588378,48.1876931506672,-63.4235991992038,48.2483513575809,-63.3795626118117,48.2210068212449
"GP115F",-63.2986,48.439225,"No","12","No",-63.192076578353,48.4394914263585,-63.1928453017538,48.4052961718443,-63.1626704068253,48.4603796250913
"GP116F",-63.147275,47.2856,"No","12","No",-63.1433557524942,47.2710725351481,-63.3005059994688,47.2809946436261,-63.1850511157857,47.3259980751189
"GP117F",-63.2753916666667,47.4321333333333,"No","12","Yes",-63.1790983801622,47.4077156883341,-63.2017330548265,47.3951743811091,-63.1611380952047,47.4480679403072
"GP118F",-63.2656833333333,48.0676416666667,"No","12","No",-63.1583686115823,48.1166046196475,-63.2786187687508,48.0712607034264,-63.2958311924861,48.0486093757748
"GP119F",-63.2660916666667,47.6049666666667,"No","12","No",-63.1832878517224,47.6097289465403,-63.2072160880326,47.5856817054058,-63.2764220904599,47.6118507682325
"GP120F",-63.2630583333333,48.9209583333333,"No","12","Yes",-63.2668386151895,48.8556515770273,-63.2820319132443,48.8433316881926,-63.2855780926212,48.8469595379276
"GP121F",-63.2418416666667,48.6689333333333,"No","12","No",-63.2672905800365,48.653592856155,-63.180519012286,48.6783780884221,-63.2093168033114,48.6777569583205
"GP122F",-63.2604833333333,48.7514916666667,"No","12","Yes",-63.2837508948229,48.7431122217571,-63.3089151890551,48.8366285756515,-63.1384918843093,48.7752362836491
"GP123F",-63.28795,46.8266333333333,"No","12","Yes",-63.2691512797726,46.8018623289503,-63.2113536870533,46.775271675379,-63.2746400871582,46.7890861926762
"GP124F",-63.2443916666667,47.1764916666667,"No","12","No",-63.2571985844184,47.1505532216184,-63.2001699143624,47.1395027413308,-63.2900284739001,47.2171836226538
"GP125F",-63.2871333333333,47.0081833333333,"No","12","No",-63.2281201779564,47.0717152797741,-63.2960979961325,47.02907246768,-63.159596949505,47.0853502052207
"GP126F",-63.2029833333333,48.1545,"No","12","No",-63.1813917598052,48.1641917764192,-63.1859631671897,48.26188551844,-63.2787111538497,48.2156193824615
"GP127F",-63.2029333333333,46.9596166666667,"No","12","No",-63.2657235752089,46.9650606213028,-63.2862602777517,46.9188272590811,-63.2297998337277,46.9944338804246
"GP128F",-63.237175,46.7394416666667,"No","12","Yes",-63.2670788743148,46.6630803458221,-63.278150549389,46.7591935001125,-63.1478170289307,46.7614506430702
"GP129F",-63.1862083333333,47.9278,"No","12","Yes",-63.185409369393,47.9393416097964,-63.2927888887613,47.9833464942739,-63.1449201894478,47.984331281349
"GP130F",-63.1527166666667,48.3292083333333,"No","12","No",-63.18163021255,48.3512337079018,-63.1693875579196,48.301906920109,-63.300873319466,48.2894785623275
"GP131F",-63.169575,47.7633833333333,"No","12","No",-63.2688312939155,47.7785580079662,-63.2261422518275,47.7987277313487,-63.2365302238225,47.7622394135333
"GP132F",-63.1724916666667,47.5753916666667,"No","12","No",-63.1748202189435,47.4811332953071,-63.1976446423394,47.5333942922461,-63.2214749892133,47.4646694720293
"GP133F",-63.1672833333333,46.6205416666667,"No","12","No",-63.1585931104586,46.5709407832158,-63.1344859089512,46.6363971662394,-63.2026406054592,46.5827140092721
"GP134F",-63.2422583333333,48.5314833333333,"No","12","No",-63.2951063987115,48.5857427459504,-63.1492907996439,48.5710090251532,-63.1826687456973,48.5976062388918
"GP135F",-63.14455,47.8094666666667,"No","12","Yes",-63.1988524290773,47.8709669412137,-63.2463945603112,47.8290813335318,-63.2101695200749,47.8916326074286
"GP136F",-63.1317,47.8832916666667,"No","12","Yes",-63.035939693472,47.9197405008379,-63.0757128732932,47.8246445807561,-63.0759126969718,47.8225525833264
"GP137F",-63.13105,47.673,"No","12","Yes",-63.0932312253756,47.6380917451389,-63.107506542584,47.656913613162,-63.0297594618667,47.6913086946848
"GP138F",-62.9656,48.3884416666667,"No","12","No",-63.0472349263263,48.4520224763128,-62.9806973415731,48.4138226628469,-63.0687056980764,48.4312725979263
"GP139F",-63.130275,48.544475,"No","E","No",-63.0229942370954,48.5130671457789,-63.0996163460673,48.5679369147531,-62.9810141446271,48.6002927389965
"GP140F",-63.129475,47.433525,"No","12","No",-62.9849683449418,47.386172995896,-63.0490052139944,47.4614729927361,-63.1043524362402,47.3941990142499
"GP141F",-63.1192833333333,46.6762833333333,"No","12","No",-63.0198869270039,46.7713199674934,-63.1040034937393,46.704707995617,-63.0816791381122,46.6616132746643
"GP142F",-63.1098583333333,48.7136,"No","E","Yes",-62.9914558156905,48.6623315303866,-63.1009154528376,48.7057621238043,-62.9863053928684,48.6534553338955
"GP143F",-63.0960583333333,48.0430333333333,"No","12","No",-63.0559581337486,48.0567242248032,-63.0860049553751,48.074311753652,-63.0493225895354,48.1245807265994
"GP144F",-63.0561833333333,47.935775,"No","12","No",-63.0784056389015,47.9711386975126,-63.0064845202893,47.9292858297926,-62.9879033650895,48.0374327673102
"GP145F",-63.0498166666667,47.73825,"No","12","No",-62.9672243817761,47.717856077792,-63.0600811692969,47.78159273021,-63.0164100596294,47.7748402053485
"GP146F",-63.0565833333333,47.326075,"No","12","No",-63.121337813363,47.3237051459512,-63.0328700950463,47.2778071522718,-63.0863086047448,47.2460828248671
"GP147F",-63.020525,46.88225,"No","12","Yes",-63.1160239232583,46.8050355220129,-63.0592345273112,46.8542350033021,-63.082545024234,46.8798227924777
"GP148F",-63.021675,47.5379666666667,"No","12","Yes",-62.976196445547,47.4954279823383,-63.1048978424103,47.5580415237289,-63.1302955826603,47.5386723363229
"GP149F",-63.01655,46.9262,"No","12","No",-63.0988175143516,46.9156966921749,-63.0960844222861,46.9205711102976,-63.04752485083,46.9846336930064
"GP150F",-62.976184483153,47.0538514762382,"Yes","12","Yes",-63.0356164485316,47.0543068788118,-63.0976072902885,47.0923607883658,-62.9964286207569,47.0864492260492
"GP151F",-63.0022666666667,47.1873916666667,"No","12","No",-63.0660106359151,47.2083128762208,-63.0931081215227,47.1856908600436,-62.9809347897353,47.1975578816574
"GP152F",-62.984175,48.3153166666667,"No","12","No",-63.0245401607601,48.3718212872704,-63.0178980602085,48.3605461760974,-63.1244287323059,48.3431365045028
"GP153F",-62.9704916666667,48.2084916666667,"No","12","No",-63.1308818346566,48.2536767403464,-63.0841720285928,48.1543286491163,-63.0717425008254,48.2088987903501
"GP154F",-63.06805,46.6012416666667,"No","12","No",-62.9888323911977,46.6508609943498,-63.0638646440808,46.5774310802754,-63.111075682922,46.5615387574482
"GP155F",-62.9300416666667,47.707725,"No","12","No",-62.8096712551905,47.7896466903271,-62.8310987950419,47.7489813389352,-62.9188193879317,47.7890567048865
"GP156F",-62.942825,48.5987416666667,"No","E","No",-62.9611114562008,48.5095534432601,-62.844820907321,48.5545812743179,-62.9249854165217,48.5379087698989
"GP157F",-62.9204166666667,48.0707583333333,"No","12","No",-62.9298348607924,48.0629520819167,-62.9219872718613,48.0807175297944,-62.9121652126716,48.1335541691585
"GP158F",-62.9175083333333,46.9421583333333,"No","12","Yes",-62.8723511250467,46.9169511400498,-62.8197710298239,46.9007269125988,-62.8549555042665,46.9607838803795
"GP159F",-62.8396833333333,46.8346833333333,"No","12","No",-62.8110761726637,46.8605750488392,-62.8744075916829,46.8217149963591,-62.816816295998,46.8850491726505
"GP160F",-62.9045166666667,47.3835833333333,"No","12","Yes",-62.8576015748631,47.4307943102994,-62.8615086175887,47.4095518886952,-62.8111818203366,47.3612020849021
"GP161F",-62.840425,47.2626,"No","12","Yes",-62.9580507778238,47.2346633255395,-62.8626892520537,47.3304314522288,-62.8088304829643,47.3444242345462
"GP162F",-62.8460083333333,46.6036166666667,"No","12","No",-62.9217133964059,46.5707542418389,-62.9351644997102,46.6409740886364,-62.9493571644875,46.5607780144793
"GP163F",-62.8740083333333,47.0974666666667,"No","12","Yes",-62.8500238641213,47.0176214490454,-62.8050763225966,47.0329587147693,-62.9608421694195,47.0148061642221
"GP164F",-62.87435,47.1660916666667,"No","12","No",-62.8468003051444,47.2127361978298,-62.9365798319112,47.1841128902773,-62.9398522282752,47.2311813981693
"GP165F",-62.8469833333333,48.33305,"No","12","No",-62.8412726622333,48.3494639815621,-62.8133392689885,48.3374439467857,-62.9231171059296,48.3450229088516
"GP166F",-62.8516333333333,48.4190166666667,"No","12","No",-62.8524262604831,48.472141685685,-62.8378474042314,48.4326330472157,-62.796588728169,48.4399252256317
"GP167F",-62.8334,47.54815,"No","12","No",-62.8876816385015,47.4835519949808,-62.9600290718612,47.501215505749,-62.8745562793301,47.5713632613457
"GP168F",-62.8462916666667,47.8541416666667,"No","12","No",-62.8397252221458,47.8240831185719,-62.8900429527434,47.8797564506167,-62.8673453368881,47.8762480568851
"GP169F",-62.8423083333333,48.18115,"No","12","Yes",-62.8467353318317,48.2594908886563,-62.7986851077218,48.2432603677698,-62.907405948181,48.2346383092635
"GP170F",-62.8809166666667,46.7043416666667,"No","12","No",-62.8013557836647,46.7320004324128,-62.9186400182973,46.7414197668339,-62.8751670430393,46.7277024099869
"GP171F",-62.813875,47.6864916666667,"No","12","No",-62.8750109061691,47.591512119631,-62.9603090533119,47.6458196301312,-62.949206690711,47.652982773914
"GP172F",-62.808075,48.0299416666667,"No","12","No",-62.9026769950638,47.983843724035,-62.9296432310315,47.9956326393702,-62.9585891039443,48.0058605500381
"GP173F",-62.7894333333333,47.660025,"No","12","Yes",-62.7517060082466,47.6004152902849,-62.6449801620696,47.6881294932233,-62.6777249949462,47.64280289078
"GP174F",-62.7904416666667,46.6645666666667,"No","12","No",-62.7431432185631,46.6638608722832,-62.7506497637038,46.6701411882108,-62.7101599356563,46.7471325625105
